Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Leonard Arnold	M	MPRO	1	7:49:20	0:49:44	4:18:46	2:36:12
2	Marius Bjerkeset	M	MPRO	2	7:56:17	0:53:46	4:07:23	2:49:56
3	Frederic Funk	M	MPRO	3	7:57:38	0:49:43	4:21:20	2:41:21
4	Valentin Rouvier	M	MPRO	4	8:05:16	0:49:48	4:23:23	2:46:59
5	Jari Claes	M	MPRO	5	8:08:47	0:50:15	4:21:56	2:51:29
6	Ruben Zepuntke	M	MPRO	6	8:12:55	0:47:40	4:18:35	3:00:53
7	Zachary Bernier-Michaud	M	MPRO	7	8:15:54	0:52:27	4:29:58	2:47:48
8	Yvan Jarrige	M	MPRO	8	8:18:05	0:49:50	4:33:01	2:49:49
9	Ernest Mantell	M	MPRO	9	8:18:19	0:49:54	4:30:04	2:53:02
10	Fabian Dutli	M	MPRO	10	8:20:54	0:57:34	4:31:42	2:46:03
11	Lukas Stahl	M	MPRO	11	8:26:16	0:52:26	4:31:53	2:55:50
12	Pierre Stieremans	M	MPRO	12	8:27:33	0:53:45	4:35:28	2:52:30
13	Patrick Cometta	M	MPRO	13	8:30:54	0:51:54	4:30:52	3:02:39
14	Romain Aymon	M	MPRO	14	8:38:51	0:52:23	4:38:56	3:01:25
15	Maxence Castel	M	MPRO	15	8:47:45	0:52:24	4:39:10	3:08:51
16	Lorenzo Delco	M	MPRO	16	8:49:15	1:01:38	4:42:46	2:59:11
17	Louis Naeyaert	M	MPRO	17	8:49:31	0:49:47	4:40:16	3:14:09
18	Finn Von Schmeling	M	M25-29	1	8:52:03	0:52:43	4:47:45	3:04:43
19	Jan Poplawski	M	MPRO	18	8:53:34	0:53:44	4:38:10	3:15:56
20	Jari Heyse	M	M25-29	2	8:54:36	1:01:52	4:46:03	2:57:00
21	James Scott-Farrington	M	MPRO	19	8:54:50	0:49:52	4:44:43	3:13:44
22	Job Téblick	M	M30-34	1	8:55:09	0:57:16	4:48:47	3:01:42
23	Boris Hueber	M	M40-44	1	8:57:35	1:08:49	4:42:42	2:59:45
24	Jaryd De Mooij	M	M35-39	1	8:58:24	0:55:39	4:51:25	3:03:12
