Overall_Rank	Gender_Rank	Div_Rank	Bib	Name	Gender	Division	Country	Club	Penalty	Swim	T1	Bike	T2	Run	Total_Time
178	170	33	150	Jochen Böckler	M	M35-39	DEU	HERRIEDER AQUATHLETEN		01:19:47	00:02:37	04:45:58	00:01:55	03:29:13	09:39:27
179	171	22	413	Alain Helfenstein	M	M25-29	CHE	SWISS HAMMER TEAM		01:08:49	00:02:40	05:09:15	00:01:42	03:17:12	09:39:36
180	172	12	1089	Matthias Rosenkranz	M	M45-49	DEU	KARLSRUHER LEMMINGE		01:01:52	00:03:36	05:05:02	00:02:17	03:26:52	09:39:36
181	173	13	270	Klaus Hirle	M	M45-49	DEU	TRI TEAM RSF BORKEN		01:00:48	00:02:04	04:57:01	00:01:24	03:38:39	09:39:54
182	174	23	1485	Christian Godtfredsen	M	M25-29	DNK	CHRISTIAN GODTFREDSEN		00:59:47	00:02:55	04:54:59	00:01:59	03:40:23	09:40:01
183	175	53	1435	Leon Blackburn	M	M30-34	GBR	NORTH HARBOUR		00:59:00	00:02:13	05:11:44	00:02:51	03:24:35	09:40:20
184	176	24	1019	Sebastian Frommherz	M	M25-29	DEU	COMWRAP TRI-TEAM		01:01:06	00:02:44	05:05:23	00:01:31	03:29:43	09:40:25
185	177	14	221	Thomas Glanz	M	M45-49	DEU	GEH-PUNKT WEIßENBURG		00:57:30	00:01:53	04:42:57	00:02:15	03:55:55	09:40:28
186	178	36	265	Lee Moreton	M	M40-44	GBR	BLACK COUNTRY TRIATHLETES		01:00:46	00:02:23	04:56:46	00:01:50	03:38:47	09:40:30
187	179	54	237	Philipp Klein	M	M30-34	DEU	SSC KARLSRUHE		00:59:37	00:02:04	05:12:09	00:02:43	03:24:07	09:40:38
188	180	15	366	Klaus Dresel	M	M45-49	DEU	TV STRULLENDORF		01:03:24	00:02:44	04:55:45	00:02:05	03:36:46	09:40:43
189	181	5	309	Mario Röder	M	M50-54	DEU	TEAM ENDURANCE RADEBEUL		01:18:17	00:03:29	04:54:03	00:01:28	03:23:28	09:40:44
190	182	34	473	Walter Lima	M	M35-39	AUT	RAIFFEISEN SPORTUNION/ FREE EAGLE		00:58:37	00:02:39	05:09:30	00:01:43	03:28:28	09:40:56
191	183	35	1226	Bert Vanthienen	M	M35-39	BEL	TDL		01:04:18	00:02:05	05:03:46	00:02:16	03:28:37	09:40:59
192	9		69	Ali Hollington	F	W45-49	NZL	HAWKES BAY MULTISPORT CLUB		00:57:11	00:02:02	05:10:54	00:01:17	03:29:49	09:41:11
193	184	37	1168	Stephen Dr. Taylor	M	M40-44	GBR	MANCHESTER TRIATHLON CLUB		01:04:57	00:02:54	05:07:15	00:02:02	03:24:20	09:41:25
194	10		70	Anna Kusch	F	W25-29	DEU	HARDTSEEMAFIA TRIATHLON-ROWE SPORTS		00:56:45	00:02:08	05:12:28	00:02:11	03:28:04	09:41:35
195	185	36	1256	Valentin Dr. Ferrer Tejada	M	M35-39	ESP	SUHECA.COM TRIATLO		01:04:31	00:04:11	05:17:28	00:03:08	03:12:34	09:41:50
196	186	37	322	Peter Weindel	M	M35-39	DEU	LA CARRERA TRITEAM ROTHSEE		00:59:02	00:02:32	04:56:17	00:01:08	03:42:54	09:41:51
197	187	38	92	Martijn Boot	M	M35-39	NLD	AVA'81		00:52:06	00:02:16	04:50:02	00:03:38	03:53:54	09:41:54
198	188	39	1244	Steffen Stundzig	M	M35-39	DEU	LG EXA TRIATHLONTEAM		01:21:16	00:03:20	05:10:17	00:01:21	03:05:55	09:42:08
199	189	55	1161	Martin Karner	M	M30-34	AUT	Mattersburg		01:04:52	00:02:39	05:06:36	00:01:56	03:26:24	09:42:26
200	190	56	168	Thomas Haibel	M	M30-34	DEU	TSV MOOSBACH		01:04:33	00:03:11	05:03:10	00:04:44	03:26:53	09:42:29
201	191	38	1017	Gunnar Klös	M	M40-44	DEU	AS LAHNLAENDER LAHNAU E.V.		01:10:52	00:05:05	05:08:47	00:02:34	03:15:33	09:42:50
202	192	57	113	Robert Müller	M	M30-34	DEU	TEAM KÖNIG'S APOTHEKE TSV ALTENFURT		00:56:45	00:03:57	04:53:03	00:01:22	03:47:56	09:43:02
203	193	58	1282	Adam Prof. Dr. Marcinowicz	M	M30-34	GBR	London		01:08:12	00:01:50	05:01:48	00:01:29	03:29:59	09:43:16
204	194	59	236	Guy Dunscombe	M	M30-34	GBR	AUCKLAND TRI CLUB		00:59:34	00:01:50	05:14:46	00:01:24	03:26:00	09:43:32
205	195	40	1227	Sylvian Allard	M	M35-39	FRA	TRIATHLON CÔTE D'AMOUR		01:04:53	00:02:33	05:07:21	00:02:25	03:26:23	09:43:33
206	196	60	331	Andreas Maul	M	M30-34	DEU	TEAM FANGTDASGNU		01:06:10	00:02:32	04:48:24	00:01:14	03:45:26	09:43:43
207	197	16	141	Arnd Hille	M	M45-49	DEU	TRIA TEAM SSKC		01:05:43	00:02:30	05:03:44	00:01:57	03:29:55	09:43:46
208	198	39	1001	Siegfried Venot	M	M40-44	FRA	Paris 17		01:01:31	00:02:46	05:14:23	00:02:01	03:23:13	09:43:51
209	199	6	50	Fritz Buchstaller	M	M50-54	DEU	RADFREUNDE HILPOLTSTEIN		01:08:39	00:02:08	04:55:21	00:01:44	03:36:08	09:43:59
210	200	40	1054	Walter Reichmuth	M	M40-44	CHE	EWZ POWER TEAM		01:01:04	00:04:11	05:06:52	00:01:39	03:30:22	09:44:07
211	201	41	2123	Jimmy Dr. Prudhomme	M	M35-39	FRA	Mee		01:12:40	00:04:54	04:56:02	00:03:25	03:27:14	09:44:13
212	202	61	279	Mahdi Dr. Sareban	M	M30-34	AUT	ALLGEMEINER TURNVEREIN GRAZ		01:08:23	00:02:33	05:07:46	00:01:51	03:23:45	09:44:16
213	203	41	246	Peter Reichenpfader	M	M40-44	AUT	TCU GRAZ		01:04:37	00:02:45	04:56:41	00:02:28	03:37:47	09:44:16
214	204	42	140	Rob Cummins	M	M40-44	IRL	Enniskerry		01:04:56	00:02:34	05:08:58	00:01:25	03:26:35	09:44:26
215	205	42	160	Oscar S Dr. Sanchez Gallego	M	M35-39	ESP	CLUB TRIATLON HELLIN		01:05:59	00:02:55	05:14:43	00:01:52	03:19:13	09:44:41
216	206	62	1207	Jesper Dr. Christensen	M	M30-34	DNK	FFD KRALUPY TRI		01:07:00	00:02:53	05:09:33	00:01:38	03:23:44	09:44:46
217	207	17	1480	Andreas Lötz	M	M45-49	DEU	TV GOCH		01:08:00	00:02:59	05:07:23	00:01:34	03:24:52	09:44:46
218	208	25	1305	Peter Krins	M	M25-29	DEU	SC BAYER 05 UERDINGEN		01:05:21	00:02:48	05:04:44	00:01:57	03:29:59	09:44:48
219	209	26	119	Stefan Wolf	M	M25-29	DEU	LG PRIESTEWITZ		01:09:01	00:02:29	04:50:09	00:01:28	03:42:04	09:45:09
220	210	27	1392	Dirk Dr. Dexters	M	M25-29	BEL	TCM		01:02:03	00:03:32	04:58:03	00:04:12	03:37:31	09:45:20
221	211	43	190	Michael Lauk	M	M40-44	DEU	TRI-TEAM FREIBURG		01:05:15	00:03:01	04:47:32	00:01:20	03:48:23	09:45:29
222	212	63	479	Georg Weiler	M	M30-34	DEU	SRL KOBLENZ		01:02:07	00:02:29	05:07:54	00:01:30	03:31:32	09:45:29
223	213	64	235	Maik Schlegel	M	M30-34	DEU	Starnberg		01:03:45	00:02:42	05:00:47	00:01:45	03:37:16	09:46:12
224	214	65	953	Jordi Dr. Puigdollers Tondo	M	M30-34	ESP	CN VIC ETB		01:08:48	00:03:04	05:12:33	00:01:54	03:20:01	09:46:19
225	215	44	254	Con Ring	M	M40-44	IRL	Dublin		01:12:39	00:01:54	05:14:34	00:01:11	03:16:04	09:46:20
226	216	18	1246	Francisco Teruel Adot	M	M45-49	ESP	HIRUKI - VALLE DE EGUES		01:08:16	00:02:56	05:06:28	00:02:46	03:26:03	09:46:27
227	217	45	256	Jörg Dr. Petersohn	M	M40-44	DEU	UTE MÜCKEL SEBAMED TRIATHLON TEAM		01:06:36	00:01:59	05:09:06	00:01:37	03:27:12	09:46:27
228	218	46	302	Richard Manno	M	M40-44	DEU	TUS BREITSCHEID		00:48:04	00:03:24	04:54:20	00:02:10	03:58:34	09:46:30
229	219	47	1122	Andrew Abakhan	M	M40-44	CAN	CANTERBURY TRIATHLON CLUB		00:58:32	00:03:26	05:08:56	00:01:52	03:33:49	09:46:32
230	220	66	1211	Ottmar Rivera Ochoa	M	M30-34	GTM	München		00:59:44	00:02:28	05:12:47	00:02:01	03:29:35	09:46:34
231	221	67	2142	Sven Steffens	M	M30-34	DEU	VFR SIMMERN		01:05:12	00:02:11	05:06:22	00:02:36	03:30:17	09:46:36
232	222	68	136	Christoph Busche	M	M30-34	DEU	TRI FINISH MÜNSTER		01:03:12	00:01:59	05:14:53	00:02:12	03:24:29	09:46:43
233	223	69	229	Lukas Jedryka	M	M30-34	DEU	TV GOCH		00:57:03	00:02:07	05:13:49	00:01:39	03:32:09	09:46:44
234	224	43	230	Mario Radevic	M	M35-39	DEU	TSVE 1890 BIELEFELD		01:06:03	00:02:23	04:53:21	00:02:35	03:42:28	09:46:47
235	225	48	137	Wolfgang Thaler	M	M40-44	AUT	X3 TEAM AUSTRIA		01:05:44	00:03:27	05:03:23	00:02:19	03:31:58	09:46:50
236	226	70	211	Daniel Stumpf	M	M30-34	DEU	TSV HÖCHSTADT AN DER AISCH		01:10:10	00:01:52	04:59:04	00:01:38	03:34:07	09:46:50
237	227	28	1200	Jan Korbmacher	M	M25-29	DEU	ALV MAINZ		01:08:37	00:03:09	05:12:51	00:01:30	03:20:45	09:46:50
238	228	29	364	Martin Conredel	M	M25-29	DEU	RC LÜDENSCHEID 98		01:10:36	00:02:43	05:11:39	00:01:43	03:20:14	09:46:53
239	229	19	401	Markus Sartory	M	M45-49	DEU	RC LÜDENSCHEID 98		01:11:17	00:02:34	05:11:45	00:02:33	03:18:46	09:46:53
240	230	71	123	Christoph Steurenthaler	M	M30-34	DEU	TRIATHLON TEAM RHEIN-NAHE		01:04:41	00:05:51	04:56:08	00:03:09	03:37:12	09:47:00
241	231	44	469	Martin Hauf	M	M35-39	DEU	Nürnberg		01:14:04	00:04:20	04:55:29	00:01:43	03:31:32	09:47:06
242	232	45	1505	Robert Steinkamp	M	M35-39	DEU	GW WESTKIRCHEN		01:02:10	00:03:36	05:14:54	00:02:20	03:24:17	09:47:15
243	233	46	167	Jens Rudolph	M	M35-39	DEU	WASPO 08 GÖTTINGEN		01:04:55	00:02:31	04:39:28	00:01:31	03:59:03	09:47:25
244	234	20	1578	Michael Heßling	M	M45-49	DEU	TRI DUCKS DORSTEN		01:15:50	00:02:44	05:02:09	00:01:28	03:25:31	09:47:40
245	235	49	460	Norbert Bernhofer	M	M40-44	AUT	TRI-TEAM HALLEIN		01:02:09	00:02:14	04:54:50	00:01:40	03:46:52	09:47:42
246	236	5	103	Tobias Matulla	M	M20-24	DEU	TEAM ARNDT		00:56:30	00:02:04	04:51:26	00:01:25	03:56:29	09:47:52
247	237	30	1883	Michael Kümmeth	M	M25-29	DEU	TG 48 SCHWEINFURT		01:04:02	00:03:11	05:05:06	00:02:53	03:32:45	09:47:55
248	238	72	174	Markus-Kristan Siegler	M	M30-34	DEU	TB ERLANGEN		01:16:32	00:03:00	05:14:42	00:03:28	03:10:18	09:47:58
249	239	7	472	Siegfried Kremer	M	M50-54	DEU	TEAM MAGIC		01:01:45	00:02:15	05:10:55	00:01:30	03:31:39	09:48:03
250	240	47	232	Jens Dr. Wilken	M	M35-39	DEU	TRIABOLOS TRIATHLON HAMBURG E.V.		00:56:37	00:02:01	05:11:19	00:01:43	03:36:24	09:48:03
251	241	50	1045	Robert Schwencker	M	M40-44	DEU	FORSTENRIEDER SC		01:22:44	00:02:56	04:55:27	00:03:16	03:23:43	09:48:05
252	242	21	200	Holger Pohle	M	M45-49	DEU	MSV MEUSEGAST		01:20:38	00:03:32	04:56:41	00:01:36	03:25:43	09:48:08
253	243	51	935	Stephan Birnmeyer	M	M40-44	DEU	TRIAS BAD SCHWARTAU		00:59:50	00:02:09	05:05:28	00:01:42	03:39:14	09:48:20
254	244	48	1059	Udo Kretschmer	M	M35-39	DEU	SEIDLERSMAN ATHLETIC CLUB		01:10:12	00:04:28	05:06:26	00:01:42	03:25:36	09:48:22
255	245	52	1519	Markus Quirin	M	M40-44	DEU	TRI POST TRIER		00:59:06	00:02:09	05:00:13	00:01:47	03:45:18	09:48:31
256	246	53	335	Jano Soto	M	M40-44	MEX	ICHIBAN TRIATHLON TEAM		01:01:34	00:02:26	05:05:16	00:02:32	03:37:04	09:48:50
257	247	22	1686	Stefan Schöbel	M	M45-49	DEU	TSV NEUHAUS/AISCH		01:12:49	00:02:34	05:08:35	00:02:30	03:22:25	09:48:51
258	248	31	319	Marcel Schlag	M	M25-29	DEU	Hamburg		01:02:48	00:02:56	05:12:08	00:01:14	03:29:54	09:48:57
259	249	73	1039	Michael Amerhauser	M	M30-34	AUT	TRI BÜRMOOS		01:03:58	00:02:45	05:06:59	00:01:22	03:34:04	09:49:07
260	250	6	1070	Eric Michel	M	M20-24	DEU	LFV OBERHOLZ		00:52:56	00:02:24	05:18:00	00:01:57	03:34:00	09:49:15
261	251	54	1383	Steve Grocock	M	M40-44	GBR	LINCSQUAD		00:59:04	00:03:56	04:54:12	00:02:46	03:49:24	09:49:21
262	252	55	2137	Christian Willibald	M	M40-44	DEU	WSV BAD TÖLZ		01:07:28	00:03:42	05:02:10	00:03:13	03:32:53	09:49:25
263	253	74	1733	Fabian Klug	M	M30-34	DEU	SG FRANKFURT-NIED		01:11:22	00:04:42	05:02:12	00:01:43	03:29:30	09:49:26
264	254	75	203	Holger Czujack	M	M30-34	DEU	TV PFAFFENWEILER		01:04:14	00:03:04	04:52:14	00:02:28	03:47:30	09:49:27
265	255	76	1140	Tim Heinemann	M	M30-34	DEU	RSC 93 MARIENBERG		01:16:47	00:02:58	04:57:29	00:01:53	03:30:31	09:49:37
266	256	32	122	Joe Wilson	M	M25-29	GBR	Stamford		00:52:56	00:02:46	05:02:56	00:02:27	03:48:55	09:49:58
267	257	33	915	Brent Patteeuw	M	M25-29	BEL	Blankenberge		01:07:00	00:03:26	05:05:10	00:02:59	03:31:30	09:50:03
268	258	23	916	Albert Meier	M	M45-49	CHE	SCUMA		01:02:06	00:03:12	05:02:14	00:04:41	03:37:55	09:50:06
269	259	56	379	Michael Richter	M	M40-44	DEU	Berlin		01:05:04	00:03:32	05:02:29	00:01:48	03:37:30	09:50:22
270	260	57	463	Thilo Schmalkoke	M	M40-44	DEU	Karlsruhe		01:18:15	00:03:10	05:03:17	00:01:29	03:24:20	09:50:29
271	261	49	280	Igor Dr. Labaka	M	M35-39	ESP	ATLETICO SAN SEBASTIAN		01:13:31	00:02:43	04:51:32	00:02:17	03:40:30	09:50:31
272	262	50	1143	Markus Biechl	M	M35-39	AUT	TRI-X KUFSTEIN		01:14:18	00:02:51	04:55:01	00:01:16	03:37:11	09:50:35
273	263	58	422	Steffen Roos	M	M40-44	DEU	TRITRONIC TEAM ST.WENDEL		01:07:06	00:02:03	04:56:59	00:01:45	03:42:46	09:50:37
274	264	77	276	RAIT RATASEPP	M	M30-34	EST	TRISMILE		01:19:07	00:03:13	05:06:58	00:02:44	03:18:39	09:50:39
275	265	24	985	Rudolf Schabenberger	M	M45-49	DEU	CONTINENTAL		01:08:14	00:03:24	05:22:04	00:02:04	03:14:55	09:50:39
276	266	25	2055	Michael Kirsch	M	M45-49	DEU	SGS AMBERG		01:11:21	00:03:14	05:24:36	00:02:25	03:09:11	09:50:45
277	267	59	410	Kai Moldenhauer	M	M40-44	DEU	TRI TEAM TG WITTEN		01:08:20	00:03:24	05:09:09	00:03:51	03:26:09	09:50:51
278	268	51	328	Kai Sikorski	M	M35-39	DEU	TG HÜTTEN		00:59:05	00:02:42	04:56:47	00:01:54	03:50:31	09:50:57
279	11	1	63	Nicole Leder	F	W40-44	DEU	DSW 12 DARMSTADT		00:56:55	00:02:02	05:28:54	00:02:04	03:21:04	09:50:58
280	269	52	258	Vignir Sverrisson	M	M35-39	ISL	Reykjavik		01:01:44	00:03:04	05:00:55	00:01:47	03:43:31	09:50:59
281	12	1	513	Judith Mess	F	W25-29	DEU	WMF BKK TEAM AST SÜßEN		00:56:47	00:01:51	05:19:38	00:01:28	03:31:17	09:50:59
282	270	26	474	Wolfgang Geißler	M	M45-49	DEU	POST SV NÜRNBERG		01:01:52	00:02:56	05:20:49	00:01:48	03:23:37	09:51:01
283	271	78	1198	Javier Perez Suarez	M	M30-34	ESP	X3M		01:08:23	00:02:57	05:09:26	00:02:00	03:28:18	09:51:02
284	272	60	442	Miguel Le Saulnier	M	M40-44	FRA	TRIATHLON AC COLMAR		01:01:59	00:02:15	05:03:16	00:01:48	03:42:00	09:51:16
285	273	61	396	Stephan Nagler	M	M40-44	DEU	TV FÜRTH 1860		00:57:13	00:02:01	05:01:50	00:01:47	03:48:32	09:51:21
286	274	62	1439	Michael Sanio	M	M40-44	AUT	X3 TEAM AUSTRIA		01:03:11	00:03:09	05:14:22	00:01:24	03:29:26	09:51:30
287	275	79	1533	Fabian Heidinger	M	M30-34	DEU	FC HÖLLE NORD		01:09:13	00:03:13	05:07:38	00:01:45	03:29:54	09:51:41
288	276	63	234	Mirco Strüber	M	M40-44	DEU	OSC BREMERHAVEN TRIATHLON		01:04:29	00:02:44	05:04:03	00:01:57	03:38:37	09:51:48
289	277	80	375	Robin Roth	M	M30-34	DEU	Wiesbaden		01:16:13	00:02:23	05:03:08	00:03:44	03:26:33	09:51:59
290	278	81	1154	Johannes Kuhn	M	M30-34	DEU	Würzburg		01:04:53	00:03:31	05:02:41	00:01:22	03:39:37	09:52:02
291	279	53	383	Olaf Borsutzky	M	M35-39	DEU	TSV GAIMERSHEIM		01:00:18	00:01:58	05:02:15	00:02:12	03:45:29	09:52:10
292	280	34	1552	Christoph Grewer	M	M25-29	DEU	SCC BERLIN TRIATHLON		00:58:34	00:02:52	05:13:14	00:04:25	03:33:17	09:52:20
293	281	54	919	Tom Stark	M	M35-39	DEU	TRITEAM PSV MÜNCHEN		01:02:40	00:02:31	05:00:24	00:01:41	03:45:07	09:52:21
294	282	8	421	Helmut Potstada	M	M50-54	DEU	WSV BAD TÖLZ		01:10:39	00:02:10	04:48:10	00:01:25	03:49:58	09:52:21
295	283	64	954	Joachim Wöhrle	M	M40-44	DEU	München		01:11:55	00:03:09	05:07:03	00:01:29	03:28:50	09:52:24
296	284	55	451	Chris Klenk	M	M35-39	DEU	Lorch		01:11:27	00:03:00	05:02:29	00:01:58	03:33:34	09:52:26
297	285	82	1549	Stefan Reiter	M	M30-34	DEU	ESV INGOLSTADT TRIATHLON		01:19:16	00:02:52	05:06:44	00:01:51	03:21:46	09:52:27
298	286	83	968	Enrico Antal	M	M30-34	DEU	LA CARRERA TRITEAM ROTHSEE		01:10:31	00:02:14	04:59:40	00:01:27	03:38:42	09:52:33
299	287	9	181	Günter Lauterbach	M	M50-54	DEU	TEAM MEMMERT		01:03:22	00:01:52	04:55:24	00:01:28	03:50:33	09:52:37
300	288	65	1295	Manfred Helf	M	M40-44	DEU	TRIATHLON MÜLHEIM-KÄRLICH		00:57:08	00:02:50	05:19:30	00:01:52	03:31:31	09:52:50
301	289	66	974	Stefan Merz	M	M40-44	DEU	SSC KARLSRUHE		01:05:09	00:03:01	05:12:14	00:01:35	03:31:03	09:53:00
302	290	35	1719	Jose Miguel Lopez Quiles	M	M25-29	ESP	#THECLUB		01:05:57	00:02:33	05:08:52	00:01:32	03:34:10	09:53:02
303	291	27	1031	Thomas Mauerhoff	M	M45-49	DEU	TSG KLEINOSTHEIM		01:11:05	00:02:59	05:06:59	00:01:57	03:30:04	09:53:02
304	292	56	1585	Norbert Kleemann	M	M35-39	DEU	EINTRACHT KATTENHOCHSTATT		01:16:55	00:03:10	05:01:46	00:02:46	03:28:27	09:53:03
305	293	36	121	Philipp Breyer	M	M25-29	AUT	Wien		00:59:39	00:02:15	04:56:59	00:02:32	03:51:41	09:53:03
306	294	57	394	Stefan Lang	M	M35-39	DEU	LT ZWECKS DA GAUDI		01:14:36	00:03:24	05:08:03	00:01:25	03:25:44	09:53:09
307	295	28	1072	Michael Karrenberg	M	M45-49	DEU	TG NEUSS		01:01:51	00:02:34	05:05:01	00:03:28	03:40:34	09:53:26
308	296	84	1014	Martin Senkyr	M	M30-34	DEU	TRI POWER RHEIN SIEG		01:07:51	00:03:12	05:02:33	00:02:53	03:37:07	09:53:33
309	297	85	1225	Jose Manuel Dr. Morato Gutierrez	M	M30-34	ESP	CLUB TRIATLON GUADALAJARA		01:09:44	00:02:38	05:15:26	00:02:40	03:23:34	09:53:59
310	298	86	365	Tim Bullermann	M	M30-34	DEU	MOERSER TV TRIATHLON/SKINFIT KREFELD		01:08:16	00:02:15	05:16:08	00:01:10	03:26:22	09:54:09
311	299	58	357	Marco Kather	M	M35-39	DEU	SRL TRIATHLON KOBLENZ		00:56:06	00:01:59	04:58:20	00:01:43	03:56:07	09:54:12
312	300	37	2040	Johannes Nehrkorn	M	M25-29	DEU	GOLD OCHSEN TEAM SSV ULM 1846		01:00:48	00:02:55	04:59:04	00:01:58	03:49:30	09:54:13
313	301	87	171	Jean-Charles Godet	M	M30-34	FRA	OCCITAN TRIATH'LONG		01:03:26	00:02:52	05:01:55	00:03:14	03:42:50	09:54:16
314	302	88	316	Stephan Neu	M	M30-34	DEU	TSG KLEINOSTHEIM		01:07:12	00:01:58	05:12:33	00:01:54	03:30:59	09:54:34
315	303	67	465	Joseba Dr. Iriondo	M	M40-44	ESP	CODEAM ZARAUTZ		01:03:27	00:02:24	05:12:32	00:01:27	03:34:49	09:54:36
316	304	59	1245	Rainer Muhrer	M	M35-39	AUT	Graz		01:15:01	00:02:13	05:00:16	00:02:56	03:34:25	09:54:51
317	305	68	2246	Jean Christophe Leclercq	M	M40-44	FRA	LES ALLIGATORS SEYNOD TRIATHLON		01:02:49	00:05:06	05:09:15	00:03:48	03:34:02	09:54:59
318	306	60	1698	Sergey Dr. Maletin	M	M35-39	RUS	LEGION		01:11:56	00:02:09	05:07:58	00:01:49	03:31:13	09:55:04
319	307	29	220	Jens Fischer	M	M45-49	DEU	500MILLE RACING TEAM		01:04:24	00:03:26	05:05:24	00:02:21	03:39:35	09:55:07
320	308	89	359	Stephan Keiß	M	M30-34	DEU	AL-KO TRIATHLON AUGSBURG		01:08:00	00:03:04	05:03:00	00:01:50	03:39:37	09:55:28
321	309	69	1053	Carsten Künsken	M	M40-44	DEU	SV HULLERN 68		00:55:43	00:02:17	05:03:47	00:01:42	03:52:06	09:55:34
322	310	90	1055	Dennis Thelen	M	M30-34	DEU	TV WERNE 03 WASSERFREUNDE E.V.		01:03:07	00:02:33	05:03:40	00:02:16	03:44:20	09:55:54
323	311	61	435	Gadi Garfinkel	M	M35-39	ISR	GADI		01:05:18	00:03:57	05:20:02	00:01:50	03:24:53	09:55:58
324	312	10	306	Christoph Liebert	M	M50-54	DEU	TSV OBERGÜNZBURG		01:04:10	00:01:57	04:54:59	00:01:37	03:53:26	09:56:06
325	313	38	1944	Andreas Zwickel	M	M25-29	DEU	ARRIBA GÖPPERSDORF		01:19:50	00:03:32	05:08:23	00:02:34	03:21:51	09:56:08
326	314	39	500	Stefan Schiffer	M	M25-29	DEU	TG OBERLAHNSTEIN		01:04:28	00:02:22	05:11:19	00:03:06	03:35:03	09:56:16
327	315	62	1741	Carsten Müller	M	M35-39	DEU	Freising		01:03:43	00:04:28	05:08:01	00:02:34	03:37:41	09:56:26
328	316	63	1044	Lionel Postollec	M	M35-39	FRA	TRIATHLON CÔTE D'AMOUR		01:00:02	00:02:18	05:17:53	00:02:52	03:33:35	09:56:37
329	317	30	1050	Henk Meijers	M	M45-49	NLD	AV HEERENVEEN		01:06:02	00:02:35	05:08:39	00:02:07	03:37:22	09:56:44
330	318	7	1497	Andreas Jüdiges	M	M20-24	DEU	TRI FINISH MÜNSTER		01:11:00	00:02:04	04:50:19	00:01:59	03:51:30	09:56:49
331	319	40	1373	Daniel Böttcher	M	M25-29	DEU	Erlangen		01:10:25	00:02:37	05:09:43	00:01:14	03:33:07	09:57:04
332	320	31	391	Andreas Moch	M	M45-49	DEU	SG WELPER TRIATHLON		01:02:09	00:02:33	05:08:13	00:02:23	03:41:52	09:57:07
333	321	64	1060	Sven Hagen	M	M35-39	DEU	TSV KATZWANG 05		01:11:34	00:03:30	04:54:05	00:02:16	03:45:57	09:57:20
334	322	32	982	Marco Riedel	M	M45-49	DEU	DBL TEAM RSG MONTABAUR		01:02:25	00:02:44	05:06:16	00:02:37	03:43:23	09:57:23
335	323	65	311	Markus Bachmeier	M	M35-39	DEU	IFA NONSTOP BAMBERG		00:59:25	00:02:57	05:11:24	00:02:40	03:41:08	09:57:33
336	324	91	251	Johannes Egelseer	M	M30-34	DEU	DAV TRIATHLON HERSBRUCK		00:59:55	00:02:39	05:04:30	00:02:40	03:47:58	09:57:40
337	325	92	163	Ben Unsworth	M	M30-34	GBR	THAMES TURBO TRIATHLON CLUB		00:57:00	00:02:46	05:12:51	00:02:12	03:42:57	09:57:46
338	326	93	1121	Marc Harrer	M	M30-34	DEU	Heilbronn		01:05:50	00:03:59	05:15:27	00:02:06	03:30:25	09:57:46
339	326	66	1582	Bastian Klipp	M	M35-39	DEU	BIKE BOX FULDA		01:12:07	00:03:07	05:04:09	00:02:07	03:36:19	09:57:46
340	328	70	1058	Robert Brugger	M	M40-44	AUT	CEATEC RACING		01:09:50	00:02:49	04:54:52	00:02:13	03:48:05	09:57:47
341	329	71	1292	Paul Dr. Van Den Boogaert	M	M40-44	BEL	WTT		01:01:52	00:02:06	05:08:13	00:02:47	03:42:56	09:57:52
342	330	72	962	Wolfgang Sinnstein	M	M40-44	DEU	SG NIEDERWANGEN		01:16:25	00:02:32	05:13:21	00:01:40	03:24:00	09:57:56
343	331	73	1535	Olaf Fidorra	M	M40-44	DEU	TEAM THR33KY		01:01:39	00:02:18	05:01:37	00:02:09	03:50:17	09:57:58
344	332	94	313	Sven Brenner	M	M30-34	DEU	TV1848 ERLANGEN		01:11:29	00:02:10	04:59:42	00:01:52	03:42:47	09:57:58
345	333	74	1118	Sean Dr. James	M	M40-44	GBR	FUJAIRAH ALLSTARS		01:10:07	00:03:08	05:01:38	00:02:17	03:40:50	09:57:58
346	334	41	990	Thomas Kürzinger	M	M25-29	DEU	ASV NEUMARKT - KRAFT & FITNESS		01:12:49	00:03:23	05:08:51	00:01:35	03:31:26	09:58:01
347	335	42	1034	Andreas Köstler	M	M25-29	DEU	LA CARRERA TRITEAM ROTHSEE		01:13:06	00:02:25	05:01:57	00:01:30	03:39:11	09:58:07
348	336	33	924	Johannes Cecon	M	M45-49	AUT	Kirchham		01:22:08	00:02:58	05:14:15	00:01:26	03:17:22	09:58:08
349	337	11	266	David Dr. Edwards	M	M50-54	GBR	FLEET FEET TRIATHLETES		00:57:58	00:02:37	05:05:53	00:01:58	03:49:59	09:58:24
350	338	95	434	Michael Rothe	M	M30-34	DEU	Leipzig		01:24:52	00:04:01	05:11:27	00:02:27	03:15:48	09:58:33
351	339	67	927	Alistair Griffiths	M	M35-39	GBR	THAMES TURBO TRIATHLON CLUB		01:07:20	00:02:31	05:14:32	00:02:53	03:31:34	09:58:48
352	340	68	260	Christian Dr. Storck	M	M35-39	DEU	SPIRIDON FRANKFURT		01:05:56	00:02:47	05:02:34	00:02:40	03:44:53	09:58:48
353	341	69	1120	Christian Schröter	M	M35-39	DEU	AEROMAX TEAM GERMANY		01:22:42	00:04:37	04:59:41	00:02:13	03:29:51	09:59:03
