Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Siim-Erik Alamaa	M	M30-34	1	9:08:40	1:05:11	4:36:33	3:21:22
2	Jan Seewald	M	M40-44	1	9:20:17	1:01:10	4:48:38	3:22:56
3	Aiden Cuff	M	M30-34	2	9:27:28	1:01:19	4:55:52	3:23:16
4	Laurent Marcilloux	M	M40-44	2	9:27:39	1:03:05	5:00:06	3:18:00
5	Valerii Turbaba	M	M40-44	3	9:28:56	1:04:50	5:01:26	3:17:26
6	Xing Zeng	M	M30-34	3	9:32:01	1:17:19	4:59:17	3:09:55
7	Masatoshi Takahashi	M	M30-34	4	9:34:13	0:54:33	5:19:03	3:14:44
8	Martin Tresca	M	M40-44	4	9:46:17	1:08:37	5:08:06	3:21:16
9	Abdullah Alrefae	M	M40-44	5	9:47:44	1:02:53	5:13:38	3:23:20
10	Daniel Cruz	M	M40-44	6	9:49:26	1:01:14	5:12:00	3:28:33
11	Oscar Javier Aguilar De La Rosa	M	M45-49	1	9:50:51	1:06:12	5:09:52	3:28:53
12	Lin Haoran	M	M25-29	1	9:51:02	1:16:57	5:01:01	3:27:52
13	Lewis Capellari	M	M25-29	2	9:53:14	0:57:10	5:14:16	3:32:12
14	Noah Finnimore	M	M18-24	1	9:54:12	0:54:20	5:18:15	3:34:43
15	Oliver Ozsvari	M	M40-44	7	9:54:52	1:10:44	5:06:34	3:29:13
16	Roman Mohler	M	M40-44	8	9:55:12	1:18:16	5:00:18	3:30:21
17	Thiti Thongsa-At	M	M30-34	5	9:55:21	1:05:37	5:23:09	3:18:25
18	Oscar Rosingana Caballero	M	M50-54	1	10:01:38	1:04:28	5:26:32	3:24:36
19	Giovanni Junqueira Garotti	M	M18-24	2	10:02:01	1:11:38	5:09:17	3:30:07
20	Tomás Pires	M	M35-39	1	10:04:06	1:03:41	5:20:36	3:31:32
21	Keith Murray	M	M50-54	2	10:04:43	1:06:54	4:48:26	4:03:43
22	Cyril Bedat	M	M40-44	9	10:07:16	1:05:43	5:19:19	3:35:46
23	Scott Leadbetter	M	M35-39	2	10:07:18	1:02:16	5:12:00	3:46:36
24	Tobias Eigelsreiter	M	M25-29	3	10:08:46	1:08:29	5:15:04	3:38:39
25	Vojtech Kacena	M	M45-49	2	10:09:06	1:19:36	5:03:35	3:37:46
26	Hiroyuki Okuno	M	M45-49	3	10:09:35	1:12:38	5:06:54	3:41:20
27	Markus Kriege	M	M55-59	1	10:09:45	0:59:13	5:26:27	3:36:26
28	Yernar Tumabekov	M	M40-44	10	10:14:27	1:14:27	5:31:38	3:15:26
29	Andre Guerra Assalve	M	M30-34	6	10:14:54	1:00:26	5:14:53	3:51:43
30	Jonathan Deleu	M	M45-49	4	10:15:49	0:54:45	5:20:55	3:49:28
31	Jacob Bauly	M	M40-44	11	10:19:34	1:13:18	5:00:54	3:58:27
32	Kenji Takeya	M	M55-59	2	10:19:46	1:07:55	5:04:53	3:58:41
33	Vicente Palones Llopis	M	M45-49	5	10:21:21	1:05:51	5:24:27	3:43:51
34	Thomas Schmid	M	M45-49	6	10:21:40	1:16:23	5:15:36	3:41:18
35	Hiroaki Shida	M	M45-49	7	10:23:35	1:07:34	5:24:12	3:41:38
36	Hamish Lewis	M	M25-29	4	10:25:23	0:59:36	5:20:14	3:58:21
37	Keisuke Shirosaka	M	M40-44	12	10:26:33	1:03:04	5:16:33	3:58:23
38	Evgenii Bloshenko	M	M30-34	7	10:26:48	1:22:52	5:32:29	3:25:05
39	Sergei Butkarev	M	M35-39	3	10:27:05	1:10:35	5:26:48	3:41:11
40	Raphael Duvoisin	M	M35-39	4	10:28:13	1:10:30	5:30:11	3:39:03
41	Markus Mix	M	M25-29	5	10:30:42	1:03:02	5:20:41	3:58:46
42	Xinwei Qian	M	M40-44	13	10:30:51	1:16:55	5:30:16	3:36:48
43	Matt Lewis	M	M50-54	3	10:32:15	1:16:56	5:16:24	3:53:17
44	Javier Garcés Blanco	M	M50-54	4	10:33:00	1:18:21	5:27:26	3:38:31
45	Sohta Tanaka	M	M30-34	8	10:36:15	1:05:48	5:25:00	3:55:33
46	Yoshiki Hirose	M	M30-34	9	10:36:47	1:09:49	5:36:47	3:42:41
47	Teishu Kohata	M	M45-49	8	10:37:07	1:05:46	5:44:50	3:40:04
48	Sally Potter	F	F35-39	1	10:38:51	1:12:47	5:19:29	4:00:29
49	Piotr Gryber	M	M45-49	9	10:42:39	1:14:40	5:26:01	3:51:55
50	Teck Loon Tan	M	M45-49	10	10:43:10	1:07:28	5:36:26	3:48:20
51	Adrien Beauvisage	M	M45-49	11	10:43:14	1:11:59	5:37:09	3:44:23
52	Yuma Iimori	M	M35-39	5	10:44:56	1:03:06	5:44:56	3:45:30
53	A Qiang Mao	M	M30-34	10	10:45:28	1:12:32	5:24:35	3:58:41
54	Matt Ryley	M	M55-59	3	10:45:28	1:06:50	5:28:29	4:00:33
55	Johan Nyberg	M	M40-44	14	10:45:55	1:03:22	5:46:05	3:40:20
56	Tzu Hao Lin	M	M35-39	6	10:47:17	1:27:27	5:24:13	3:48:16
57	Shirato Taro	M	M55-59	4	10:48:59	1:04:39	5:41:00	3:55:58
58	André Kather	M	M40-44	15	10:50:26	1:12:55	5:22:22	4:08:55
59	Joshua Li	M	M35-39	7	10:51:16	1:11:24	5:27:46	4:05:47
60	Arvin Reynoso	M	M25-29	6	10:51:28	1:26:28	5:23:20	3:53:09
61	Stefan Pfister	M	M45-49	12	10:51:37	1:11:57	5:26:43	4:05:17
62	Rahul Shirsat	M	M40-44	16	10:51:42	1:13:27	5:42:17	3:45:53
63	Muhd Hafiz Md Yusup	M	M35-39	8	10:52:02	1:16:05	5:18:06	4:09:26
64	Hikaru Suda	M	M50-54	5	10:52:32	1:06:44	5:46:31	3:48:25
65	António Ferreira	M	M45-49	13	10:52:55	1:16:30	5:46:13	3:40:56
66	Simon Mulligan	M	M50-54	6	10:52:59	0:54:40	5:27:02	4:24:09
67	Jiri Sterba	M	M30-34	11	10:53:03	1:07:23	5:46:13	3:50:13
68	Le Nhat Tai	M	M35-39	9	10:53:27	1:06:17	5:14:22	4:25:33
69	Sem Vanbelleghem	M	M45-49	14	10:55:06	1:09:13	5:39:17	3:55:31
70	Mohamad Nur Radzman Bin Mohamad Munib	M	M25-29	7	10:55:47	1:39:36	5:36:18	3:29:32
71	Kim Fa Liew	M	M30-34	12	10:56:23	1:22:34	5:28:20	3:50:54
72	Muhammad Azmir Mohd Taib	M	M40-44	17	10:56:29	1:11:42	5:20:13	4:15:05
73	Valentin Osipenko	M	M30-34	13	10:56:37	1:19:17	5:37:19	3:51:05
74	Daniel Valdez	M	M40-44	18	10:57:15	1:22:06	5:44:10	3:43:14
75	Eduard Moix	M	M40-44	19	10:58:31	1:06:19	5:31:40	4:12:35
76	Mohammed Amrani Joutei	M	M40-44	20	10:58:32	1:09:46	5:42:46	3:53:21
77	Ponpet Thamavongsa	M	M45-49	15	10:59:31	1:16:21	5:29:13	4:05:04
78	Alexander Klammer	M	M40-44	21	10:59:42	1:20:10	5:26:15	4:06:02
79	Amit Bathe	M	M30-34	14	11:00:18	1:14:44	5:43:49	3:53:55
80	Sébastien Leuvrey	M	M50-54	7	11:01:23	1:07:39	5:38:12	4:08:03
81	Shigenobu Hayashi	M	M50-54	8	11:01:40	1:13:19	5:45:19	3:54:01
82	Pierre Guillaume	M	M55-59	5	11:02:21	1:14:59	5:27:50	4:11:14
83	Masafumi Mori	M	M45-49	16	11:03:29	1:21:58	5:46:31	3:44:10
84	Tomoki Hirose	M	M25-29	8	11:04:23	1:02:02	5:29:33	4:21:31
85	Chee Yong Lim	M	M25-29	9	11:04:44	1:04:54	5:41:24	4:12:37
86	Krzysztof Dominik Liman	M	M40-44	22	11:04:48	1:07:49	5:22:46	4:25:10
87	Andreas Bolzer	M	M45-49	17	11:05:40	1:09:57	5:33:17	4:15:22
88	Alexandra Vano	F	F35-39	2	11:05:59	1:07:22	5:59:49	3:50:25
89	Eric Careau	M	M45-49	18	11:06:43	1:15:01	5:44:54	3:54:27
90	Tobias Kübler	M	M30-34	15	11:08:44	1:08:18	5:32:03	4:19:15
91	Wadcharapon Lawanwong	M	M18-24	3	11:09:07	1:04:00	5:59:01	3:56:41
92	Jemuel Clemente	M	M30-34	16	11:09:11	1:22:33	5:38:10	3:57:08
93	Mohammad Shamsuzzaman	M	M35-39	10	11:11:08	1:10:00	5:52:54	4:00:45
94	Eugene Lee	M	M40-44	23	11:13:40	1:17:14	5:45:09	4:00:29
95	Brad Symons	M	M40-44	24	11:13:53	1:02:29	5:20:49	4:43:46
96	Ivan Komyshan	M	M40-44	25	11:15:22	1:03:35	5:29:27	4:34:22
97	Marco Haselbekke	M	M50-54	9	11:15:49	1:20:49	5:24:24	4:21:35
98	Tobias Engelmann	M	M45-49	19	11:15:53	1:19:18	5:54:06	3:49:14
99	Shogo Shigematsu	M	M40-44	26	11:16:05	1:18:09	5:37:57	4:10:35
100	Huan Xia	M	M40-44	27	11:17:16	1:10:00	5:49:23	4:09:10
101	Erin Thomson	F	F25-29	1	11:17:23	1:07:46	5:38:18	4:18:27
102	Andrew Lovelock	M	M40-44	28	11:18:06	1:04:54	5:58:16	4:06:15
103	Masahide Tada	M	M50-54	10	11:18:34	1:18:45	5:43:18	4:03:08
104	Hiroyuki Fujimaki	M	M55-59	6	11:18:41	1:20:16	5:53:37	3:55:35
105	Kipsan Beck	M	M50-54	11	11:19:25	1:14:13	5:32:34	4:22:59
106	Sigismund Kwok	M	M45-49	20	11:20:31	1:27:43	5:49:11	3:55:12
107	Alvaro Gomez Cano	M	M45-49	21	11:21:30	1:02:05	5:46:57	4:20:21
108	Libor Vanicek	M	M50-54	12	11:21:34	1:16:40	5:44:08	4:08:25
109	AKINOBU OMURA	M	M40-44	29	11:21:59	1:11:32	5:56:50	4:06:09
110	Hanlong Zheng	M	M30-34	17	11:22:22	1:18:20	5:40:41	4:11:31
111	Xiang Ao	F	F40-44	1	11:22:33	1:18:32	5:56:58	3:57:00
112	YU SATO	M	M40-44	30	11:22:44	1:09:46	5:28:02	4:36:46
113	Vladimir Balashov	M	M45-49	22	11:24:35	1:14:09	5:50:51	4:06:59
114	shingo tajima	M	M50-54	13	11:25:00	1:16:52	5:43:00	4:14:10
115	Tatsuya Imai	M	M55-59	7	11:26:12	1:05:31	5:52:01	4:19:53
