総合順位	No.	氏名	年齢	性別	総合記録	スイムラップ	S順	T1ラップ	T1順	バイクラップ	B順	スプリット	通過	T2ラップ	T2順	ランラップ	R順	年代区分	年代順位	年齢	年齢順位
DNF	6049	ﾅｶﾞｲ ﾋﾃﾞｵｷ		男		0:33:49	47	0:11:12	155	1:10:25	40	1:55:26	35		0		0	男子30-34歳			
DNF	8077	ｵﾀﾞ ﾐﾉﾙ		男		0:48:14	280	0:14:39	374		0		0		0		0	男子60-64歳			
DNF	7071	Pustoc'h Francois-Xa		男		0:51:28	360		0		0		0		0		0	男子45-49歳			
DNF	6197	ｲｿﾉ ﾏｺﾄ		男			0		0		0		0		0		0	男子40-44歳			
DNF	8097	ｳﾁﾀﾞ ｺｳｲﾁ		男			0		0		0		0		0		0	男子65歳以上			
DNF	8630	ｲﾅﾉﾍﾞ ｹﾝｲﾁ		男			0		0		0		0		0		0	男子50-54歳			
DNF	5036	ｶﾀﾔﾏ ﾕｳｲﾁ		男			0		0		0		0		0		0	男子40-44歳			
DNF	5058	ｵｵｶﾜ ｺｳﾖｳ		男			0		0		0		0		0		0	男子24歳以下			
DNF	5117	ｳﾂﾐ ｹｲﾀ		男			0		0		0		0		0		0	男子30-34歳			
DNF	5123	ｲｽﾞﾐﾔ ｹﾝﾀ		男			0		0		0		0		0		0	男子25-29歳			
DNF	5152	ｵｶﾞﾜ ﾀｲｲﾁﾛｳ		男			0		0		0		0		0		0	男子25-29歳			
DNF	5161	ｽｽﾞｷ ｸｵﾝ		男			0		0		0		0		0		0	男子25-29歳			
DNF	5172	ﾎﾘ ｶｵﾙ		男			0		0		0		0		0		0	男子24歳以下			
DNF	6032	ｲｹﾀﾞ ｱﾂｼ		男			0		0		0		0		0		0	男子30-34歳			
DNF	6065	ｿﾉﾍﾞ ｺｳｽｹ		男			0		0		0		0		0		0	男子30-34歳			
DNF	6115	ｽｽﾞｷ ﾀｶﾕｷ		男			0		0		0		0		0		0	男子35-39歳			
DNF	6123	ﾀｶﾔﾅｷﾞ ﾄｵﾙ		男			0		0		0		0		0		0	男子35-39歳			
DNF	6126	ｷﾑ ｿﾝｼ		男			0		0		0		0		0		0	男子35-39歳			
DNF	6171	ﾐｶﾐ ｽｸﾞﾙ		男			0		0		0		0		0		0	男子40-44歳			
DNF	6173	ｱﾘﾏ ﾀﾞｲｿﾞｳ		男			0		0		0		0		0		0	男子40-44歳			
DNF	7022	ｲﾏｲ ﾕｳｼﾝ		男			0		0		0		0		0		0	男子45-49歳			
DNF	7074	ｸﾑﾗ ｼｭｳｲﾁ		男			0		0		0		0		0		0	男子45-49歳			
DNF	7120	ﾀﾏｼﾛ ｷﾖﾏｻ		男			0		0		0		0		0		0	男子50-54歳			
DNF	7146	ｽｽﾞｷ ﾕｳｲﾁ		男			0		0		0		0		0		0	男子50-54歳			
DNF	7188	ｳｴﾑﾗ ｹｲｺﾞ		男			0		0		0		0		0		0	男子50-54歳			
DNF	7191	ｲﾀﾔ ﾀｸ		男			0		0		0		0		0		0	男子50-54歳			
DNF	8011	ｲｹｳﾁ ﾖｼﾄﾓ		男			0		0		0		0		0		0	男子50-54歳			
DNF	8046	ｽｽﾞｷ ｹﾝﾀﾛｳ		男			0		0		0		0		0		0	男子55-59歳			
DNF	8061	ﾏﾂｼﾀ ﾐﾉﾙ		男			0		0		0		0		0		0	男子55-59歳			
DNF	8065	ﾆｼﾊﾞﾔｼ ﾋﾃﾞｷ		男			0		0		0		0		0		0	男子55-59歳			
DNF	8090	ｺﾝﾄﾞｳ ﾄｼﾋﾄ		男			0		0		0		0		0		0	男子60-64歳			
DNF	8093	ｻﾄｳ ﾕｳｼﾞ		男			0		0		0		0		0		0	男子60-64歳			
DNF	8099	ｳﾀﾞｶﾞﾜ ﾑﾈﾀｶ		男			0		0		0		0		0		0	男子65歳以上			
DNF	8108	ｷﾑﾗ ｲｻﾑ		男			0		0		0		0		0		0	男子65歳以上			
DNF	8610	ｲﾜﾑﾗ ｹﾝﾄ		男			0		0		0		0		0		0	男子30-34歳			
DNF	8614	ﾏｾ ﾏｻｵ		男			0		0		0		0		0		0	男子50-54歳			
DNF	8161	ｱｻｸﾗ ﾕｷｺ		女			0		0		0		0		0		0	女子40-44歳			
DNF	8125	ﾜﾀﾞ ﾅﾂｷ		女			0		0		0		0		0		0	女子25-29歳			
DNF	8164	ﾏﾂﾓﾄ ｹｲｺ		女			0		0		0		0		0		0	女子40-44歳			
DNF	8171	ｱｶｻﾞﾜ ｻﾔｶ		女			0		0		0		0		0		0	女子45-49歳			
DNF	8178	ｵｵﾉ ﾕｳｺ		女			0		0		0		0		0		0	女子50-54歳			
DNF	8179	ﾅｶﾑﾗ ﾘｴ		女			0		0		0		0		0		0	女子50-54歳			
DNF	8643	ｻｴｷ ｱｻﾐ		女			0		0		0		0		0		0	女子25-29歳			
SKP	5089	ｲｼﾂﾞｷ ﾂﾊﾞｻ		男	12:36:01		1	10:01:4 4	2	1:34:15	11	11:35:5 9	7	0:03:24	7	0:56:38	0	男子25-29歳			
SKP	5184	ｼﾏﾊﾗ ﾘｸﾔ		男	13:06:03		1	10:01:4 3	1	1:40:33	12	11:42:1 6	9	0:05:52	15	1:17:55	0	男子30-34歳			
SKP	5187	ｼｶﾀ ﾀﾓﾂ		男	12:54:30		1	10:02:2 0	5	1:45:36	14	11:47:5 6	11	0:03:48	8	1:02:46	0	男子30-34歳			
SKP	6169	ｱﾗｲ ﾄﾓｷ		男	12:21:32		1	10:01:5 3	3	1:25:51	6	11:27:4 4	4	0:02:47	5	0:51:01	0	男子40-44歳			
SKP	6170	ｵｵﾅﾐ ﾏﾓﾙ		男	12:15:54		1	10:02:5 9	7	1:19:28	2	11:22:2 7	1	0:04:55	12	0:48:32	0	男子40-44歳			
SKP	7168	ﾊﾏﾀ ﾀﾞｲｽｹ		男	12:53:56		1	10:02:5 1	6	1:22:09	4	11:25:0 0	3	0:05:32	13	1:23:24	0	男子50-54歳			
SKP	8004	ｻｸﾏ ﾕｳｼﾞ		男	12:42:34		1	10:03:0 4	8	1:27:42	9	11:30:4 6	6	0:03:54	9	1:07:54	0	男子50-54歳			
SKP	8076	ｷﾀｵｶ ﾔｽﾉﾘ		男	12:32:44		1	10:03:3 2	9	1:19:12	1	11:22:4 4	2	0:04:34	11	1:05:26	0	男子60-64歳			
SKP	8613	ﾂｶｺﾞｼ ｾｲｼﾞ		男	12:29:24		1	10:02:1 7	4	1:26:18	7	11:28:3 5	5	0:03:59	10	0:56:50	0	男子45-49歳			
SKP	8632	ﾐｽﾞﾉ ﾀｶﾋﾛ		男	13:21:58	1:02:32	0	9:50:29	0	1:24:36	0	12:17:3 7	0	0:03:12	0	1:01:09	0	男子35-39歳			
SKP	8645	ｺｼﾞﾏ ﾘｮｳ		男	13:45:44	1:03:26	0	9:49:21	0	1:30:48	0	12:23:3 5	0	0:03:47	0	1:18:22	0	男子オープン			
SKP	8136	ｼｶﾀ ﾐｶ		女	12:54:30		1	10:06:4 3	10	1:42:03	13	11:48:4 6	12	0:02:57	6	1:02:47	0	女子25-29歳			
TOV	8012	ﾅｶﾆｼ ｶｽﾞﾋﾛ		男	4:32:09	0:50:02	322	0:15:31	415	1:47:10	485	2:52:43	476	0:09:21	483	1:30:05	0	男子50-54歳			
TOV	7067	ｶｼﾞ ﾏｻﾐ		男	4:00:08	0:57:21	460	0:25:14	491	1:38:56	0	3:01:31	0	0:07:12	0	0:51:25	0	男子45-49歳			
TOV	8084	ｶﾏﾀ ｻﾄﾙ		男	4:09:00	0:57:50	469	0:19:36	481	1:46:31	0	3:03:57	0	0:06:51	0	0:58:12	0	男子60-64歳			
TOV	7195	ﾜﾀﾅﾍﾞ ｿｳ		男	4:12:56	0:59:52	492	0:20:09	482	1:48:04	0	3:08:05	0	0:05:21	0	0:59:30	0	男子50-54歳			
TOV	8631	ｶｼﾞﾜﾗ ﾘｭｳｼﾞ		男	4:24:27	0:56:43	448	0:24:29	490	1:47:05	0	3:08:17	0	0:04:23	0	1:11:47	0	男子55-59歳			
TOV	5139	ｲｼｻﾞｷ ﾕｳｾｲ		男	3:36:10	1:00:01	0	0:10:02	0	1:29:13	0	2:39:16	0	0:03:18	0	0:53:36	0	男子25-29歳			
TOV	7103	ﾀﾆｶﾜ ｺｳｲﾁ		男	4:10:41	1:00:04	0	0:14:56	0	1:42:45	0	2:57:45	0	0:06:47	0	1:06:09	0	男子45-49歳			
TOV	6019	ﾎｱｼ ﾅｵﾄ		男	4:07:42	1:00:05	0	0:12:34	0	1:38:21	0	2:51:00	0	0:07:27	0	1:09:15	0	男子30-34歳			
TOV	5120	ﾅﾍﾞﾀ ｶｽﾞｷ		男	3:32:34	1:00:08	0	0:12:19	0	1:25:13	0	2:37:40	0	0:02:43	0	0:52:11	0	男子25-29歳			
TOV	7046	ﾔﾏｷﾞｼ ﾄﾗｵ		男	3:30:35	1:00:09	0	0:13:49	0	1:17:48	0	2:31:46	0	0:04:51	0	0:53:58	0	男子45-49歳			
TOV	8110	ﾔｽﾀﾞ ｱｷﾗ		男	4:57:03	1:00:20	0	0:19:26	0	1:58:52	0	3:18:38	0	0:08:12	0	1:30:13	0	男子65歳以上			
TOV	6112	ｻｶﾓﾄ ﾀﾂﾔ		男	3:47:23	1:00:20	0	0:12:59	0	1:27:23	0	2:40:42	0	0:05:22	0	1:01:19	0	男子35-39歳			
TOV	6194	ﾆｼﾐﾔ ﾏｻﾄ		男	3:18:18	1:00:24	0	0:09:01	0	1:16:51	0	2:26:16	0	0:02:44	0	0:49:18	0	男子40-44歳			
TOV	6044	ｴﾝﾄﾞｳ ﾕｳﾔ		男	4:01:14	1:00:33	0	0:15:51	0	1:21:26	0	2:37:50	0	0:04:13	0	1:19:11	0	男子30-34歳			
TOV	7083	ﾄﾞｳｻｶ ﾏｺﾄ		男	3:32:34	1:00:37	0	0:13:28	0	1:29:00	0	2:43:05	0	0:02:20	0	0:47:09	0	男子45-49歳			
TOV	7174	ｲｼﾀﾞ ﾋﾛﾕｷ		男	4:44:43	1:00:40	0	0:15:08	0	1:46:28	0	3:02:16	0	0:12:15	0	1:30:12	0	男子50-54歳			
TOV	6175	ｶﾜｿﾞｴ ﾀｶｼ		男	3:17:24	1:00:44	0	0:10:41	0	1:18:40	0	2:30:05	0	0:02:17	0	0:45:02	0	男子40-44歳			
TOV	8052	ﾈﾂ ﾅｵﾋﾛ		男		1:00:57	0		0		0		0		0		0	男子55-59歳			
TOV	7190	ﾏｷﾀ ﾀｶﾏｻ		男	3:48:29	1:00:59	0	0:10:34	0	1:20:14	0	2:31:47	0	0:02:46	0	1:13:56	0	男子50-54歳			
TOV	6048	ｲﾄｳ ｹｲｽｹ		男	3:25:45	1:01:00	0	0:12:17	0	1:15:03	0	2:28:20	0	0:02:59	0	0:54:26	0	男子30-34歳			
TOV	8098	ﾋﾗﾉ ｼﾞｭﾝｲﾁ		男		1:01:02	0		0		0		0		0		0	男子65歳以上			
TOV	6176	ﾓﾁﾂﾞｷ ｹｲｽｹ		男	3:48:59	1:01:04	0	0:15:33	0	1:22:02	0	2:38:39	0	0:06:49	0	1:03:31	0	男子40-44歳			
TOV	6074	ﾔｷﾞ ﾂﾊﾞｻ		男	3:59:23	1:01:04	0	0:13:56	0	1:28:26	0	2:43:26	0	0:04:00	0	1:11:57	0	男子35-39歳			
TOV	5121	ｵｸﾄﾐ ﾖｼﾋﾄ		男	3:58:23	1:01:04	0	0:19:26	0	1:29:47	0	2:50:17	0	0:04:27	0	1:03:39	0	男子25-29歳			
TOV	7039	ｲｼﾂﾞｶ ﾀﾞｲｼﾞ		男	3:26:03	1:01:11	0	0:08:48	0	1:28:14	0	2:38:13	0	0:02:59	0	0:44:51	0	男子45-49歳			
TOV	7118	ｵﾖﾍﾞ ﾄﾓﾋﾄ		男	3:48:01	1:01:14	0	0:13:00	0	1:21:42	0	2:35:56	0	0:05:35	0	1:06:30	0	男子50-54歳			
TOV	5185	ﾜﾀﾅﾍﾞ ｹﾝﾀ		男	3:55:55	1:01:14	0	0:13:19	0	1:35:40	0	2:50:13	0	0:04:49	0	1:00:53	0	男子30-34歳			
TOV	8071	ﾊｼﾓﾄ ﾋﾛｱｷ		男		1:01:16	0		0		0		0		0		0	男子60-64歳			
TOV	8078	ﾂｶﾓﾄ ｲﾁｿﾞｳ		男		1:01:37	0		0		0		0		0		0	男子60-64歳			
TOV	5181	ｷｸﾀ ｼｭﾝﾍﾟｲ		男	3:45:35	1:01:40	0	0:14:14	0	1:28:51	0	2:44:45	0	0:04:11	0	0:56:39	0	男子30-34歳			
TOV	6028	ｻｲﾄｳ ﾕｳｽｹ		男	3:54:50	1:01:41	0	0:15:55	0	1:20:43	0	2:38:19	0	0:04:28	0	1:12:03	0	男子30-34歳			
TOV	6178	ｻﾙﾀ ｼﾝﾔ		男	3:46:50	1:01:45	0	0:10:14	0	1:21:48	0	2:33:47	0	0:03:25	0	1:09:38	0	男子40-44歳			
TOV	6100	Allen Jason		男	4:05:09	1:01:52	0	0:16:14	0	1:23:06	0	2:41:12	0	0:05:52	0	1:18:05	0	男子35-39歳			
TOV	6177	ｵｵﾊﾞ ｹﾝﾀﾛｳ		男	3:54:38	1:02:07	0	0:14:07	0	1:29:55	0	2:46:09	0	0:06:28	0	1:02:01	0	男子40-44歳			
TOV	6166	ﾑﾗﾀﾆ ｲｯｾｲ		男	4:03:47	1:02:28	0	0:15:56	0	1:28:10	0	2:46:34	0	0:06:27	0	1:10:46	0	男子40-44歳			
TOV	5188	ﾆｼ ﾏｻﾔ		男	3:35:29	1:02:33	0	0:16:10	0	1:15:43	0	2:34:26	0	0:05:06	0	0:55:57	0	男子30-34歳			
TOV	6056	ｲﾘｴ ｼﾝﾀﾛｳ		男	4:04:23	1:02:38	0	0:15:43	0	1:45:56	0	3:04:17	0		0	1:00:06	0	男子30-34歳			
TOV	7007	ｲﾏｴ ｹﾝ		男	3:26:21	1:02:48	0	0:15:10	0	1:16:42	0	2:34:40	0	0:03:11	0	0:48:30	0	男子40-44歳			
TOV	5047	ﾀｸﾞﾁ ﾉﾘﾋﾄ		男	4:14:01	1:03:03	0	0:14:40	0	1:44:01	0	3:01:44	0	0:04:36	0	1:07:41	0	男子30-34歳			
TOV	6027	ｶﾔﾏ ﾘｲｷ		男	3:54:35	1:03:06	0	0:14:01	0	1:24:28	0	2:41:35	0	0:05:23	0	1:07:37	0	男子30-34歳			
TOV	6009	ｻﾜﾀﾞ ﾀﾞｲ		男	4:07:16	1:03:11	0	0:18:00	0	1:21:40	0	2:42:51	0	0:04:34	0	1:19:51	0	男子30-34歳			
TOV	7059	ｸﾄﾞｳ ﾀｶｼ		男	4:25:46	1:03:14	0	0:15:31	0	1:49:23	0	3:08:08	0	0:04:54	0	1:12:44	0	男子45-49歳			
TOV	6035	ﾏｷﾉ ﾅｵﾄ		男	3:53:49	1:03:14	0	0:13:19	0	1:30:43	0	2:47:16	0	0:02:52	0	1:03:41	0	男子30-34歳			
TOV	6092	ﾑｺﾔﾏ ﾕｳｽｹ		男	3:43:14	1:03:20	0	0:15:01	0	1:28:29	0	2:46:50	0	0:05:17	0	0:51:07	0	男子35-39歳			
TOV	7080	ﾁｮﾝ ﾋﾟｮﾝﾑﾝ		男	3:59:56	1:03:22	0	0:15:47	0	1:38:33	0	2:57:42	0	0:03:53	0	0:58:21	0	男子45-49歳			
TOV	6191	ﾔﾏﾓﾄ ｹﾝﾀﾛｳ		男	3:47:34	1:03:23	0	0:14:51	0	1:25:38	0	2:43:52	0	0:05:49	0	0:57:53	0	男子40-44歳			
TOV	8086	ﾋﾗﾀ ﾄﾓﾐ		男		1:03:31	0		0		0		0		0		0	男子60-64歳			
TOV	8111	ﾂﾁﾔ ﾔｽﾋﾛ		男		1:03:32	0		0		0		0		0		0	男子65歳以上			
TOV	6149	ｱｵｷ ﾘｮｳﾀ		男	3:38:15	1:03:40	0	0:14:12	0	1:15:43	0	2:33:35	0	0:04:32	0	1:00:08	0	男子35-39歳			
TOV	7122	ﾂｴｻﾞｷ ﾀｲﾁ		男	3:46:05	1:03:41	0	0:14:46	0	1:15:28	0	2:33:55	0	0:04:30	0	1:07:40	0	男子50-54歳			
TOV	7150	ﾊﾗ ｸﾆｵ		男	4:28:44	1:03:47	0	0:15:52	0	1:37:15	0	2:56:54	0	0:04:55	0	1:26:55	0	男子50-54歳			
TOV	6142	ｲｹﾀﾞ ｼｮｳ		男	4:34:22	1:04:03	0	0:18:54	0	1:25:12	0	2:48:09	0	0:07:35	0	1:38:38	0	男子35-39歳			
TOV	6099	ｱﾝﾄﾞｳ ﾋﾛｷ		男	3:45:45	1:04:07	0	0:14:06	0	1:32:40	0	2:50:53	0	0:04:36	0	0:50:16	0	男子35-39歳			
TOV	8039	ﾏﾂﾀﾞ ｺｳｲﾁ		男		1:04:13	0		0		0		0		0		0	男子55-59歳			
TOV	5186	ｶﾅｲ ｽﾊﾞﾙ		男	3:55:47	1:04:23	0	0:15:22	0	1:25:31	0	2:45:16	0	0:04:26	0	1:06:05	0	男子30-34歳			
TOV	7147	ｴﾄｳ ｲｻﾑ		男	3:31:55	1:04:38	0		0		0		0		0	0:49:40	0	男子50-54歳			
TOV	8060	ｻﾀｹ ﾏｻｷ		男		1:04:42	0		0		0		0		0		0	男子55-59歳			
TOV	6183	ｶﾏﾓﾄ ｺｳｲﾁﾛｳ		男	3:43:13	1:04:43	0	0:13:55	0	1:25:59	0	2:44:37	0	0:03:37	0	0:54:59	0	男子40-44歳			
TOV	5086	ﾊｾﾍﾞ ﾄﾓｷ		男	4:07:04	1:04:51	0	0:15:05	0	1:34:38	0	2:54:34	0	0:03:41	0	1:08:49	0	男子25-29歳			
TOV	6109	ｺﾑﾛ ｹﾝﾀ		男	3:49:41	1:04:56	0	0:13:09	0	1:22:34	0	2:40:39	0	0:08:39	0	1:00:23	0	男子35-39歳			
TOV	6004	ﾓﾘﾀ ﾋﾛｷ		男	4:14:29	1:04:56	0	0:18:14	0	1:20:09	0	2:43:19	0	0:04:23	0	1:26:47	0	男子30-34歳			
TOV	5083	ｽｶﾞﾉ ｶｹﾙ		男	3:33:15	1:05:02	0	0:11:32	0	1:24:36	0	2:41:10	0	0:02:21	0	0:49:44	0	男子25-29歳			
TOV	6008	ｻﾝﾏﾙ ｼｮｳﾍｲ		男	3:57:34	1:05:03	0	0:16:30	0	1:35:20	0	2:56:53	0	0:04:22	0	0:56:19	0	男子30-34歳			
TOV	7110	ｻｶﾞﾈ ﾔｽﾕｷ		男	3:46:15	1:05:04	0	0:13:29	0	1:22:57	0	2:41:30	0	0:05:12	0	0:59:33	0	男子45-49歳			
TOV	5096	ｺﾔｽ ｼｭｳｼﾞ		男	3:51:44	1:05:06	0	0:17:14	0	1:30:33	0	2:52:53	0	0:04:33	0	0:54:18	0	男子25-29歳			
TOV	7170	ﾀｹﾀﾞ ｶｸ		男	3:23:10	1:05:09	0	0:10:11	0	1:18:21	0	2:33:41	0	0:02:36	0	0:46:53	0	男子50-54歳			
TOV	5180	ﾌｸｼﾏ ｼﾞｭﾝｲﾁ		男	4:41:51	1:05:19	0	0:26:35	0	1:46:24	0	3:18:18	0	0:09:52	0	1:13:41	0	男子30-34歳			
TOV	6113	ﾀｶｷﾞ ｺｵｲﾁ		男	4:15:52	1:05:26	0	0:25:31	0	1:36:47	0	3:07:44	0	0:05:40	0	1:02:28	0	男子35-39歳			
TOV	6156	ｼﾌﾞﾔ ｲﾀﾙ		男	4:13:52	1:05:31	0	0:15:24	0	1:37:05	0	2:58:00	0	0:04:30	0	1:11:22	0	男子40-44歳			
TOV	5102	ｳﾜﾉ ﾄﾓﾁｶ		男	4:14:03	1:05:31	0	0:19:17	0	1:31:27	0	2:56:15	0	0:06:05	0	1:11:43	0	男子25-29歳			
TOV	8107	ﾍﾝﾐ ﾐﾂｵ		男		1:06:01	0		0		0		0		0		0	男子65歳以上			
TOV	8109	ｵｵｳﾗ ﾋﾃﾞｼﾞ		男		1:06:25	0		0		0		0		0		0	男子65歳以上			
TOV	6070	ﾌｼﾞﾓﾄ ﾀｸｼ		男	4:05:19	1:06:27	0	0:18:12	0	1:38:28	0	3:03:07	0	0:07:43	0	0:54:29	0	男子30-34歳			
TOV	6093	ｴﾂﾞﾚ ｺﾞｳ		男	4:34:39	1:06:42	0	0:17:05	0	1:44:42	0	3:08:29	0	0:06:00	0	1:20:10	0	男子35-39歳			
TOV	7096	ｵｵｳｴ ﾘｮｳｽｹ		男	3:53:07	1:06:52	0	0:14:49	0	1:25:11	0	2:46:52	0	0:04:32	0	1:01:43	0	男子45-49歳			
TOV	7063	ｶﾜｳﾁ ｴｲｼﾞ		男	3:58:21	1:07:04	0	0:14:37	0	1:37:35	0	2:59:16	0	0:04:56	0	0:54:09	0	男子45-49歳			
TOV	5104	ｵﾊﾞﾀ ﾘｸｵ		男	3:36:07	1:07:06	0	0:11:29	0	1:16:07	0	2:34:42	0	0:02:47	0	0:58:38	0	男子25-29歳			
TOV	5068	ｽｽﾞｷ ｼｭﾝﾔ		男	4:05:39	1:07:07	0	0:16:05	0	1:21:57	0	2:45:09	0	0:05:28	0	1:15:02	0	男子24歳以下			
TOV	6104	ｵｶﾞﾀ ｶｽﾞﾍｲ		男	4:03:52	1:07:26	0	0:17:14	0	1:30:39	0	2:55:19	0	0:05:10	0	1:03:23	0	男子35-39歳			
TOV	6020	ﾁﾊﾞ ｼｭﾝｽｹ		男	3:42:27	1:07:34	0	0:12:01	0	1:20:51	0	2:40:26	0	0:02:39	0	0:59:22	0	男子30-34歳			
TOV	5082	ｽﾀﾞ ﾘｮｳﾀﾛｳ		男	3:48:44	1:07:54	0	0:17:23	0	1:25:47	0	2:51:04	0	0:06:40	0	0:51:00	0	男子25-29歳			
TOV	6054	ﾓﾘ ﾀｶｳﾐ		男	4:54:05	1:08:04	0	0:18:44	0	1:54:49	0	3:21:37	0	0:06:18	0	1:26:10	0	男子30-34歳			
TOV	8611	ﾌﾀﾑﾗ ｼﾞｮｳ		男		1:08:12	0		0		0		0		0		0	男子24歳以下			
TOV	8612	ｵｵﾔﾏ ﾕｳｼﾞ		男		1:08:32	0		0		0		0		0		0	男子55-59歳			
TOV	7084	ﾔﾅｷﾞｻﾜ ｼﾝｲﾁ		男	3:49:58	1:08:34	0	0:13:48	0	1:24:24	0	2:46:46	0	0:03:53	0	0:59:19	0	男子45-49歳			
TOV	8604	ｵｵﾇｷ ﾀｹｼ		男		1:08:50	0		0		0		0		0		0	男子55-59歳			
TOV	5189	ｱｵｷ ﾕｳﾎ		男	4:07:28	1:09:07	0	0:15:00	0	1:42:44	0	3:06:51	0	0:03:02	0	0:57:35	0	男子30-34歳			
TOV	5114	ｶｹﾞﾔﾏ ﾅｵｷ		男	3:53:46	1:09:07	0	0:10:48	0	1:35:12	0	2:55:07	0	0:03:36	0	0:55:03	0	男子25-29歳			
TOV	8608	ｲﾜﾀ ｼﾞｭﾝﾔ		男		1:09:10	0		0		0		0		0		0	男子24歳以下			
TOV	6157	ﾎｽﾞﾐ ｸﾆｶｽﾞ		男	4:25:42	1:09:12	0	0:16:33	0	1:42:17	0	3:08:02	0	0:04:03	0	1:13:37	0	男子40-44歳			
TOV	8075	Collins David		男		1:10:24	0		0		0		0		0		0	男子60-64歳			
TOV	7093	ﾔﾘﾀ ﾃﾂｵ		男		1:10:40	0		0		0		0		0		0	男子45-49歳			
TOV	5125	ﾀｶﾞﾐ ｼｭﾝ		男	4:13:49	1:11:03	0	0:14:03	0	1:31:07	0	2:56:13	0	0:06:56	0	1:10:40	0	男子25-29歳			
TOV	8001	ｵｵﾔｷﾞ ｼﾞｭﾝ		男		1:11:25	0		0		0		0		0		0	男子50-54歳			
TOV	5115	ﾓﾘﾀ ﾏｻﾋﾛ		男	4:10:33	1:11:38	0	0:12:01	0	1:28:15	0	2:51:54	0	0:03:50	0	1:14:49	0	男子25-29歳			
TOV	8617	ﾖｺﾔﾏ ｺｳｽｹ		男		1:11:45	0		0		0		0		0		0	男子25-29歳			
TOV	6136	ｴﾝﾄﾞｳ ｼﾝｲﾁ		男	4:31:48	1:11:48	0	0:14:26	0	1:36:59	0	3:03:13	0	0:03:24	0	1:25:11	0	男子35-39歳			
TOV	5053	ﾐﾖｼ ﾖｳ		男	4:10:47	1:12:45	0	0:15:25	0	1:31:13	0	2:59:23	0	0:05:37	0	1:05:47	0	男子35-39歳			
TOV	5142	ｻｶﾓﾄ ﾌｳﾀ		男	4:24:50	1:12:51	0	0:16:28	0	1:48:27	0	3:17:46	0	0:05:24	0	1:01:40	0	男子25-29歳			
TOV	7033	ﾊｽﾀﾞ ﾄﾓﾋﾛ		男		1:13:43	0		0		0		0		0		0	男子45-49歳			
TOV	5167	ﾀｶﾀ ｼﾞｮｳﾀﾛｳ		男	4:02:44	1:13:47	0	0:14:12	0	1:26:38	0	2:54:37	0	0:04:21	0	1:03:46	0	男子24歳以下			
TOV	6059	ｶﾏﾀ ﾘｮｳｼﾞ		男	3:51:29	1:13:48	0	0:14:50	0	1:27:40	0	2:56:18	0	0:04:16	0	0:50:55	0	男子30-34歳			
TOV	5128	ｺﾞﾄｳ ｹﾝﾕｳ		男	4:53:22	1:14:07	0	0:17:15	0	1:38:47	0	3:10:09	0	0:08:07	0	1:35:06	0	男子25-29歳			
TOV	7035	ﾀﾆｻﾞｷ ｼﾝﾀﾛｳ		男		1:14:29	0		0		0		0		0		0	男子45-49歳			
TOV	7141	ｺｼﾞﾏ ﾏｺﾄ		男		1:15:54	0		0		0		0		0		0	男子50-54歳			
TOV	7047	ｵｵﾊﾞ ｱﾂｼ		男		1:16:32	0		0		0		0		0		0	男子45-49歳			
TOV	6155	ﾏｽﾌﾞﾁ ﾋﾃﾞﾖｼ		男	4:39:43	1:16:40	0	0:18:10	0	1:45:09	0	3:19:59	0	0:07:56	0	1:11:48	0	男子40-44歳			
TOV	7002	ﾔﾅｷﾞﾎﾘ ﾀｶﾌﾐ		男		1:17:37	0		0		0		0		0		0	男子40-44歳			
TOV	5044	ﾅｶﾑﾗ ﾀﾂﾋｺ		男	4:32:09	1:19:21	0	0:30:39	0	1:33:39	0	3:23:39	0	0:06:48	0	1:01:42	0	男子45-49歳			
TOV	7138	ﾖｺﾀ ﾋﾛｶｽﾞ		男		1:19:49	0		0		0		0		0		0	男子50-54歳			
TOV	6057	ﾐﾂﾓﾘ ﾃﾝﾍﾟｲ		男		1:24:02	0		0		0		0		0		0	男子30-34歳			
TOV	6058	ﾊﾗﾀﾞ ﾏｲｹﾙﾏｺﾄ		男		1:24:03	0		0		0		0		0		0	男子30-34歳			
TOV	5050	ﾑﾄｳ ﾋﾛｷ		男	4:35:01	1:25:41	0	0:19:10	0	1:36:09	0	3:21:00	0	0:08:29	0	1:05:32	0	男子45-49歳			
TOV	6160	ﾐﾔｼﾀ ｺｳｲﾁ		男		1:27:19	0		0		0		0		0		0	男子40-44歳			
TOV	6025	ｷｼﾓﾄ ﾕｳｷ		男		1:29:09	0		0		0		0		0		0	男子30-34歳			
TOV	8191	ｾｲｹ ｼﾂﾞｺ		女	4:31:06	0:56:39	71	0:22:17	72	1:39:37	61	2:58:33	69	0:07:42	68	1:24:51	0	女子55-59歳			
TOV	8142	ｵｼﾀﾞﾘ ﾕｳｺ		女	4:08:14	0:55:03	65	0:16:52	65	1:48:16	0	3:00:11	0	0:03:51	0	1:04:12	0	女子30-34歳			
TOV	8189	ﾋｸﾞﾁ ｱｻｺ		女	4:29:12	0:50:27	57	0:16:37	63	1:53:52	0	3:00:56	0	0:03:49	0	1:24:27	0	女子50-54歳			
