総合順位	No.	氏名	年齢	性別	居住地	総合記録	スイムラップ	S順	バイクラップ	B順	スプリット通過	ランラップ	R順	男子順位	女子順位	年代区分	年代別順
1	1332	麻田 泰利	48	男	大阪府	0:58:34	0:12:23	3	0:29:04	1	0:41:27	1	0:17:07	2		1		45-49歳男子	
2	1314	依田 誠太	31	男	愛知県	0:59:23	0:12:57	5	0:29:38	3	0:42:35	3	0:16:48	1		2		30-34歳男子	
3	1319	加藤 雄大	38	男	愛知県	0:59:35	0:12:45	4	0:29:18	2	0:42:03	2	0:17:32	3		3		35-39歳男子	
4	1336	伊豫田 泰孝	50	男	愛知県	1:02:29	0:13:44	7	0:30:20	5	0:44:04	4	0:18:25	4		4		50-54歳男子	1
5	1384	竹元 久美子	42	女	愛知県	1:03:40	0:12:18	2	0:32:13	7	0:44:31	5	0:19:09	7			1	40-44歳女子	
6	1334	田中 康博	49	男	岐阜県	1:06:11	0:14:35	10	0:30:13	4	0:44:48	6	0:21:23	9		5		45-49歳男子	1
7	1386	河合 亜加理	44	女	愛知県	1:08:10	0:15:50	17	0:33:30	8	0:49:20	7	0:18:50	6			2	40-44歳女子	
8	1308	関口 和馬	26	男	愛知県	1:11:23	0:13:42	6	0:35:57	19	0:49:39	11	0:21:44	12		6		25-29歳男子	1
9	1301	渡邊 瞬生	21	男	愛知県	1:13:11	0:17:27	26	0:31:54	6	0:49:21	8	0:23:50	19		7		24歳以下男子	1
10	1380	河内屋 聡子	33	女	愛知県	1:13:49	0:19:25	39	0:35:40	14	0:55:05	24	0:18:44	5			3	30-34歳女子	
11	1346	杉浦 啓二	55	男	愛知県	1:14:03	0:15:35	13	0:33:58	9	0:49:33	9	0:24:30	22		8		55-59歳男子	1
12	1342	彦坂 洋司	52	男	愛知県	1:14:12	0:16:16	20	0:36:13	20	0:52:29	17	0:21:43	11		9		50-54歳男子	2
13	1382	保田 明日美	34	女	愛知県	1:15:00	0:14:28	9	0:35:55	17	0:50:23	13	0:24:37	23			4	30-34歳女子	1
14	1341	大倉 聡	52	男	愛知県	1:15:19	0:14:09	8	0:35:28	12	0:49:37	10	0:25:42	29		10		50-54歳男子	3
15	1370	安積 幸志	70	男	大阪府	1:15:44	0:15:36	14	0:35:30	13	0:51:06	14	0:24:38	24		11		70-74歳男子	1
16	1331	麻田 精崇	46	男	愛知県	1:15:58	0:15:40	15	0:36:38	24	0:52:18	16	0:23:40	16		12		45-49歳男子	2
17	1333	加藤 大貴	48	男	愛知県	1:16:46	0:16:32	21	0:37:10	28	0:53:42	19	0:23:04	14		13		45-49歳男子	3
18	1309	平野 玲於奈	26	男	愛知県	1:17:20	0:11:18	1	0:40:44	44	0:52:02	15	0:25:18	28		14		25-29歳男子	2
19	1338	市橋 功臣	51	男	愛知県	1:17:21	0:20:43	45	0:35:51	15	0:56:34	31	0:20:47	8		15		50-54歳男子	4
20	1374	藤城 康裕	72	男	愛知県	1:17:46	0:16:04	18	0:34:00	10	0:50:04	12	0:27:42	38		16		70-74歳男子	2
21	1305	末永 大悟	25	男	愛知県	1:18:07	0:19:11	35	0:37:21	31	0:56:32	30	0:21:35	10		17		25-29歳男子	3
22	1315	田上 裕明	33	男	愛知県	1:19:07	0:15:16	12	0:41:10	48	0:56:26	29	0:22:41	13		18		30-34歳男子	1
23	1366	尾崎 正明	66	男	愛知県	1:19:09	0:17:01	24	0:37:01	27	0:54:02	21	0:25:07	25		19		65-69歳男子	1
24	1310	岡田 尚也	27	男	静岡県	1:20:28	0:16:53	22	0:37:12	30	0:54:05	22	0:26:23	32		20		25-29歳男子	4
