Overall_Rank	Gender_Rank	Div_Rank	Bib	Name	Gender	Division	Country	Club	Penalty	Swim	T1	Bike	T2	Run	Total_Time
191	180	35	455	Florian Prambs	M	M35-39	DEU	TSV Palling / Pöllner Sports		01:16:55	00:02:09	04:44:40	00:02:52	03:06:32	09:13:07
192	181	23	262	Jang Belche	M	M25-29	LUX	CA Bieles		01:06:40	00:02:47	04:49:42	00:01:19	03:12:47	09:13:14
193	182	24	452	Stefan Wittenbrink	M	M25-29	DEU			00:49:49	00:02:57	04:54:10	00:02:01	03:24:45	09:13:41
194	183	22	263	Georg Reinisch	M	M40-44	AUT	Tri Team Chaos		01:11:11	00:03:07	04:40:51	00:01:51	03:17:13	09:14:10
195	184	42	542	Bernie Mcdowell	M	M30-34	AUS	Team Tri		01:02:55	00:03:23	04:49:51	00:01:28	03:16:49	09:14:24
196	185	25	383	Nel Schulte	M	M25-29	DEU	TB Erlangen		01:11:39	00:03:53	04:43:53	00:02:53	03:12:12	09:14:28
197	186	43	168	Vincent Felix Bartscher	M	M30-34	DEU	Tri Familia / Team Zoot		01:01:27	00:02:39	04:40:21	00:00:55	03:29:08	09:14:30
198	187	26	474	Oliver Passyar	M	M25-29	DEU	TSV Stein		00:59:19	00:02:53	04:42:58	00:04:07	03:25:28	09:14:44
199	188	44	188	Miguel Largo	M	M30-34	ESP	DESAM.ES		00:58:14	00:02:25	04:30:00	00:02:01	03:42:12	09:14:50
200	189	23	288	Martin Stegerer	M	M40-44	DEU	TV Burglengenfeld		01:08:20	00:04:02	04:49:01	00:02:11	03:11:58	09:15:30
201	190	45	413	Andreas Weishäupl	M	M30-34	DEU	TERREX XC Skiteam		01:03:37	00:02:47	04:42:17	00:03:11	03:23:52	09:15:43
202	191	46	833	Daniel Reingruber	M	M30-34	DEU	Post SV Nürnberg		00:59:10	00:02:55	04:53:11	00:01:44	03:18:50	09:15:48
203	192	47	495	Jan Hilgenrainer	M	M30-34	DEU			01:10:54	00:02:16	04:37:48	00:02:16	03:22:42	09:15:54
204	193	36	477	Jonas Thuerig	M	M35-39	CHE			01:12:12	00:02:57	04:46:40	00:02:12	03:11:57	09:15:57
205	194	37	1186	Konrad Priebe	M	M35-39	DEU	Triathlon Potsdam e.V.		01:07:10	00:03:12	04:52:09	00:02:40	03:11:08	09:16:17
206	12	12	114	Caterina Mariani	F	WPRO	CHE	Tri Club Hergiswil / Wildcats		01:12:55	00:02:00	04:48:41	00:01:26	03:11:29	09:16:29
207	13	13	126	Angela Naeth	F	WPRO	USA			01:08:23	00:02:13	04:40:03	00:01:59	03:23:54	09:16:30
208	195	38	458	Mathias Waldschmitt	M	M35-39	DEU	afterworkchamps		01:03:59	00:03:05	04:36:33	00:01:35	03:31:22	09:16:31
209	196	3	347	Roman Procházka	M	M50-54	CZE	TRIMARNI		01:12:22	00:03:04	04:42:10	00:01:57	03:17:32	09:17:03
210	197	27	767	Jordi Vanovertveldt	M	M25-29	BEL	Team TRI-colore		01:03:36	00:02:46	04:50:33	00:01:42	03:18:38	09:17:13
211	198	24	420	Ville Korpi	M	M40-44	FIN	Turun Urheiluliitto		00:56:29	00:04:05	04:39:00	00:01:32	03:36:14	09:17:17
212	199	25	578	Dominik Steiner	M	M40-44	DEU	Radsport-Club Aichach 1977 E.V.		01:02:58	00:03:14	04:45:27	00:01:38	03:24:16	09:17:32
213	200	39	472	Scott Malson	M	M35-39	GBR	Utri Pembrokeshire		01:11:38	00:03:09	04:36:05	00:02:09	03:24:50	09:17:49
214	201	4	366	Mark Arndt	M	M50-54	GBR	West Lothian Triathlon		01:11:00	00:02:40	04:54:16	00:01:34	03:08:41	09:18:10
215	202	48	440	Johannes Lehmann	M	M30-34	DEU	Team Nikar Heidelberg		01:07:48	00:03:30	04:46:52	00:01:25	03:18:40	09:18:13
216	203	7	194	Oliver Simon	M	M45-49	GBR	ATAC		00:53:29	00:03:17	04:31:41	00:01:37	03:48:31	09:18:32
217	204	28	499	Daniel Schubert	M	M25-29	DEU			01:12:51	00:04:49	04:50:04	00:02:32	03:08:26	09:18:40
218	205	26	557	Michal Wojtylo	M	M40-44	POL	TRIMP		01:08:11	00:03:50	04:40:29	00:01:26	03:24:54	09:18:48
219	206	27	537	David Herrera Gonzalez	M	M40-44	ESP			01:03:42	00:02:25	04:43:47	00:03:38	03:25:25	09:18:56
220	207	40	236	Galym Chuashev	M	M35-39	KAZ			01:16:46	00:03:47	04:45:36	00:01:32	03:11:22	09:19:02
221	208	41	470	Sebastian Hofmiller	M	M35-39	DEU	Triathlon Günzburg		01:05:14	00:02:35	04:46:26	00:02:38	03:22:12	09:19:02
222	209	49	773	Miguel Mauson	M	M30-34	DEU	TRIABOLOS Triathlon Hamburg e.V.		01:06:39	00:03:36	04:49:59	00:01:49	03:17:16	09:19:16
223	14	1	1372	Lisa Watschinger	F	W30-34	ITA	TRI Team Südkärnten		01:01:45	00:02:07	04:57:32	00:02:40	03:15:18	09:19:20
224	210	8	601	Herbert Riener	M	M45-49	AUT			01:14:24	00:03:59	04:44:29	00:02:27	03:14:11	09:19:29
225	211	28	556	Michael Mayer	M	M40-44	DEU	MRRC München		01:12:01	00:04:00	04:49:06	00:02:53	03:11:37	09:19:36
226	212	29	441	Christian Krug	M	M40-44	DEU	Triabolos Hamburg		01:10:58	00:02:43	04:43:57	00:01:20	03:21:01	09:19:57
227	213	42	575	Matthias Krumm	M	M35-39	DEU			01:11:34	00:04:28	04:53:29	00:03:20	03:07:11	09:20:00
228	214	30	356	Pedro Lorena	M	M40-44	PRT			01:02:44	00:02:42	04:58:07	00:03:24	03:13:11	09:20:07
229	215	50	604	Fabian Marco Graf	M	M30-34	CHE			01:12:44	00:03:50	04:48:05	00:04:04	03:11:43	09:20:25
230	216	51	183	Jasper Keijzer	M	M30-34	NLD	Team Nike Triathlon		01:03:40	00:02:26	04:50:14	00:01:10	03:23:03	09:20:30
231	217	31	641	Wolfgang Scheingraber	M	M40-44	DEU	LV Deggendorf		01:09:34	00:03:35	04:53:32	00:02:46	03:11:23	09:20:48
232	218	5	241	Bernd Hagen	M	M50-54	DEU	Team twenty.six e.V. Roth		01:01:38	00:03:38	04:38:53	00:01:51	03:35:04	09:21:02
233	219	29	424	Tino Poletti	M	M25-29	CHE	Triclub Hergiswil		00:57:28	00:02:35	04:45:00	00:01:59	03:34:07	09:21:08
234	220	9	1704	Jan Caeyers	M	M45-49	BEL	TriaMo		01:06:50	00:03:03	04:46:12	00:05:33	03:19:41	09:21:17
235	221	43	922	Florian Aubry	M	M35-39	FRA			01:10:20	00:03:09	04:47:25	00:02:30	03:18:26	09:21:49
236	222	44	246	Daniel Bedford	M	M35-39	GBR			01:00:15	00:03:46	04:51:21	00:04:01	03:22:58	09:22:20
237	223	10	387	Stefan Aaberg Wittmann	M	M45-49	DEU	Holstebro Triathlon Klub		01:09:16	00:02:09	04:43:30	00:02:13	03:25:16	09:22:23
238	224	11	548	Dragoslav Jotanovic	M	M45-49	BIH	RMC TRIATLON BANJA LUKA		01:08:40	00:03:01	04:53:24	00:02:51	03:14:50	09:22:44
239	225	45	886	Florian Bobrik	M	M35-39	DEU	Power&Pace		01:11:31	00:04:23	04:47:57	00:02:27	03:16:52	09:23:08
240	15	2	616	Jess Ittner	F	W30-34	DEU	TSV 1860 Staffelstein		01:10:55	00:02:48	04:58:13	00:01:09	03:10:07	09:23:11
241	226	52	479	Alexander Scharte	M	M30-34	DEU	Mach3 Köln e.V.		01:03:23	00:01:47	05:01:32	00:03:21	03:13:13	09:23:14
242	16	14	125	Emely Ravn	F	WPRO	DNK	Odense Triathlon Klub		01:03:43	00:02:04	04:46:55	00:01:47	03:28:47	09:23:15
243	227	32	576	Ruben Arribas Salazar	M	M40-44	ESP	Sestaotriatloitaldea		01:10:14	00:02:23	04:51:36	00:01:28	03:17:47	09:23:25
244	228	46	481	Bartlomiej Buczek	M	M35-39	POL	Chihuahua Team		01:03:40	00:02:52	04:48:54	00:01:58	03:26:09	09:23:30
245	229	12	331	Jan Wolff	M	M45-49	DNK	KTK86		01:17:26	00:02:13	04:37:55	00:02:17	03:23:42	09:23:32
246	230	13	243	Florian Stelzle	M	M45-49	DEU	SC 53 Landshut		01:03:30	00:02:20	04:40:17	00:02:49	03:34:46	09:23:39
247	231	53	2198	Dmitrii Sidnev	M	M30-34	DEU			01:18:47	00:06:14	05:02:13	00:02:17	02:54:25	09:23:53
248	232	47	448	Taavi Tali	M	M35-39	EST	UP43		01:06:00	00:03:02	04:46:59	00:02:55	03:25:07	09:24:01
249	233	33	381	Bastian Wienold	M	M40-44	DEU	Team Zoot Europe		01:13:38	00:03:05	04:39:24	00:03:06	03:24:56	09:24:08
250	234	54	201	Tom Raschke	M	M30-34	DEU			01:05:55	00:03:05	04:50:17	00:02:12	03:22:51	09:24:18
251	235	34	550	Fabian Felix	M	M40-44	DEU	SC Wiesbaden 1911 e.V.		01:11:59	00:02:18	04:55:25	00:03:43	03:11:04	09:24:27
252	236	2	277	Rob Kwaaitaal	M	M55-59	NLD	Snellerzwemmen.nl		00:56:27	00:02:15	05:02:58	00:03:01	03:19:47	09:24:27
253	237	48	232	Robert Budaj	M	M35-39	SVK	Endurance Athletics Liptov		01:04:01	00:03:13	04:36:04	00:02:04	03:39:16	09:24:36
254	238	35	756	Bernd Schmid	M	M40-44	DEU	Trainerroad		01:13:30	00:02:44	04:43:58	00:02:18	03:22:34	09:25:01
255	239	30	1328	Jakob Sebastian	M	M25-29	DEU	Team Nikar Heidelberg		01:01:37	00:02:58	04:49:45	00:01:29	03:29:26	09:25:14
256	240	36	291	Johannes Jan Stoutjesdijk	M	M40-44	NLD	Delta Sport Triathlon		01:09:36	00:03:44	04:37:02	00:02:15	03:32:57	09:25:33
257	241	14	788	David Standley	M	M45-49	GBR	Brighton Tri Club		01:03:08	00:03:41	04:46:52	00:03:29	03:29:27	09:26:35
258	242	49	983	Neal Geryl	M	M35-39	BEL			01:16:56	00:02:55	04:47:08	00:02:20	03:17:18	09:26:35
259	243	50	414	Robin Müller	M	M35-39	DEU			01:03:30	00:03:36	04:37:13	00:01:46	03:40:51	09:26:52
260	244	31	421	Moritz Pohl	M	M25-29	DEU	KTT 01		00:53:11	00:02:06	05:01:28	00:01:54	03:28:18	09:26:55
261	245	51	577	Andreas Goldammer	M	M35-39	DEU	FTZ Mühldorf - Team Siebzehnrübl		01:12:30	00:02:40	04:45:06	00:02:23	03:24:20	09:26:57
262	246	55	417	Ruben Neven	M	M30-34	BEL	PHNX		01:02:57	00:02:09	05:02:32	00:02:33	03:16:49	09:26:57
263	247	32	727	Janik Uellendahl	M	M25-29	DEU			01:04:19	00:03:43	04:51:28	00:03:20	03:24:23	09:27:11
264	17	1	1373	Jannine Köppel	F	W25-29	CHE	Team Duxsports		01:09:11	00:02:37	05:04:18	00:02:03	03:09:08	09:27:15
265	248	56	905	Dennis Rother	M	M30-34	DEU	Triathlon Team DSW Darmstadt		01:02:48	00:04:16	05:03:01	00:04:06	03:13:13	09:27:23
266	249	52	766	Thomas Seebothe	M	M35-39	DEU	1. Tri-Club Paderborn		01:06:41	00:02:54	04:55:08	00:03:46	03:19:03	09:27:29
267	250	37	736	Christoph Kreutzenbeck	M	M40-44	DEU	SG Welper		01:01:08	00:01:55	04:54:23	00:01:47	03:28:27	09:27:38
268	251	38	172	David Kiesel	M	M40-44	DEU	TG 48 Schweinfurt		00:58:32	00:03:47	04:45:12	00:00:48	03:39:22	09:27:38
269	252	15	428	Jürg Sigrist	M	M45-49	CHE	Team Koach / TC Hergiswil		01:06:30	00:02:27	04:49:20	00:01:50	03:27:50	09:27:54
270	253	33	409	Lukas Quandt	M	M25-29	DEU	Triathlon Team Braunschweig		01:05:16	00:02:13	04:59:45	00:02:38	03:18:05	09:27:54
271	254	53	915	Johannes Kellerer	M	M35-39	DEU	Tus Fürstenfeldbruck e.V.		01:07:01	00:03:01	05:02:11	00:01:55	03:13:54	09:28:00
272	255	54	352	Julian Schepp	M	M35-39	DEU	team-naunheim.de		01:11:51	00:03:33	04:43:16	00:01:26	03:28:01	09:28:05
273	256	55	698	Carsten Knutzen	M	M35-39	DEU	ESV Ingolstadt Triathlon		01:12:42	00:02:24	04:48:46	00:01:40	03:22:40	09:28:09
274	257	6	401	Lars Erik Ness	M	M50-54	SWE	Terrible Tuesdays Athletic Club		01:08:04	00:02:41	04:45:30	00:01:28	03:30:41	09:28:22
275	258	56	256	Adrian Siemons	M	M35-39	BEL			01:00:12	00:03:27	04:50:10	00:01:26	03:33:14	09:28:27
276	259	57	336	Patrick Digel	M	M35-39	DEU	MRRC München / SugarAndPain		01:00:17	00:01:53	04:42:12	00:02:14	03:41:59	09:28:34
277	260	58	860	Johnny Black	M	M35-39	GBR			00:58:06	00:02:53	04:54:27	00:01:40	03:31:40	09:28:44
278	261	7	289	Christoph Gerth	M	M50-54	DEU	ERDINGER ACTIVE TEAM		01:08:44	00:03:16	04:37:53	00:01:49	03:37:07	09:28:47
279	262	39	990	Thomas Jeannier	M	M40-44	FRA	Trilux		01:02:48	00:03:05	05:02:07	00:01:39	03:19:22	09:28:58
280	263	59	549	Julian Sturm	M	M35-39	CHE			01:12:11	00:02:20	04:47:41	00:01:12	03:25:43	09:29:04
281	18	1	658	Pauline Duboc	F	W35-39	FRA	Team Argon 18		01:01:48	00:02:40	05:04:33	00:01:05	03:19:14	09:29:18
282	264	60	664	Joseph Emery	M	M35-39	GBR	Meridian Triathlon Club		01:13:41	00:02:55	04:58:53	00:02:34	03:11:42	09:29:43
283	265	61	586	Daryl Dörlich	M	M35-39	DEU	AthletesLAB Team Ortenau		01:11:03	00:03:12	04:50:40	00:01:49	03:23:07	09:29:49
284	266	62	535	Raul Roots	M	M35-39	EST	UP43		01:19:11	00:02:06	04:46:44	00:01:27	03:20:27	09:29:54
285	267	63	840	Jannis Rost	M	M35-39	DEU	LANAKILA Racers / sisu-Training		01:19:26	00:02:46	04:52:51	00:03:25	03:11:43	09:30:10
286	268	34	279	Julius Jähn	M	M25-29	DEU	TWG Göttingen		01:02:01	00:03:13	04:54:38	00:02:09	03:28:16	09:30:14
287	269	64	666	Paul Sailer	M	M35-39	CHE	HSGazellen		01:17:01	00:03:38	04:54:52	00:02:15	03:12:37	09:30:20
288	270	65	373	Philip Pasch	M	M35-39	DEU			01:18:31	00:02:09	04:50:05	00:01:55	03:17:49	09:30:28
289	271	16	647	Isaac Henares	M	M45-49	ESP	Desam.es		01:05:00	00:02:47	04:57:29	00:03:18	03:22:04	09:30:36
290	272	17	384	Alexander Brenk	M	M45-49	DEU	MTV Heide		01:04:07	00:02:38	04:51:47	00:01:57	03:30:22	09:30:50
291	273	35	527	Kevin Telian	M	M25-29	AUT	APEX Cycling Club		01:07:13	00:02:16	04:48:54	00:02:06	03:30:28	09:30:56
292	274	40	1132	Alexander Schmidt	M	M40-44	DEU			01:15:20	00:02:35	04:57:42	00:02:54	03:12:29	09:30:57
293	275	18	571	Manuel Augusto Vivanco Maldonado	M	M45-49	ESP	DESAM.ES		00:58:17	00:02:23	05:04:01	00:06:02	03:20:21	09:31:03
294	276	57	270	Thomas Keusch	M	M30-34	CHE	Team Duxsports		01:01:21	00:02:10	04:58:20	00:02:15	03:27:00	09:31:03
295	277	58	631	Sergejs Dauksts	M	M30-34	LVA			01:05:01	00:03:59	04:48:01	00:02:24	03:31:42	09:31:05
296	278	41	655	Marius Janta	M	M40-44	DEU	TSV Jahn Freising		01:03:27	00:02:24	04:59:35	00:01:59	03:23:51	09:31:14
297	279	66	729	Marius Kolz	M	M35-39	DEU	Tri Post Trier		01:12:13	00:02:00	05:02:46	00:01:52	03:12:26	09:31:15
298	280	59	1014	Benedikt Beckenbauer	M	M30-34	DEU			01:13:21	00:05:48	04:46:28	00:03:12	03:22:45	09:31:33
299	281	42	625	Cedric Callebaut	M	M40-44	BEL	3MD		01:04:52	00:03:47	05:06:23	00:03:07	03:13:34	09:31:42
300	282	19	696	Thomas Scholz	M	M45-49	DEU			01:20:20	00:02:21	04:42:50	00:01:55	03:24:21	09:31:45
301	283	43	403	Florian Hubrich	M	M40-44	DEU			01:14:10	00:02:29	05:01:42	00:01:21	03:12:24	09:32:03
302	284	60	584	Patrick Streubel	M	M30-34	DEU	Aschbuch RacingTeam		01:04:25	00:02:44	04:55:12	00:04:14	03:25:37	09:32:09
303	19	3	1209	Sophie Drews	F	W30-34	DEU			00:57:27	00:03:54	05:19:36	00:01:50	03:09:24	09:32:09
304	285	4	462	Alexander Hartenstein	M	M20-24	AUT	FREE EAGLE Fun Racing Team		01:12:33	00:02:32	04:48:22	00:01:22	03:27:32	09:32:18
305	286	44	845	Tobias Weiß	M	M40-44	DEU	Sparda-Team Rechberghausen		01:05:08	00:03:36	04:50:09	00:01:32	03:32:20	09:32:43
306	287	36	351	Moritz Luber	M	M25-29	DEU			01:15:04	00:04:06	04:49:13	00:03:06	03:21:20	09:32:48
307	288	61	1314	Thomas Gerlich	M	M30-34	DEU			01:16:05	00:02:55	04:53:31	00:03:32	03:16:48	09:32:48
308	289	67	863	Andreas Schneider	M	M35-39	DEU	ASC Tria Ingolstadt		01:12:15	00:03:39	04:49:42	00:02:09	03:25:05	09:32:49
309	290	68	254	Tobias Ullrich	M	M35-39	DEU	TSV Harburg		01:10:37	00:01:41	04:47:26	00:04:01	03:29:07	09:32:50
310	291	69	205	Steffen Gertscher	M	M35-39	DEU	TS Herzogenaurach		01:04:48	00:01:45	05:05:27	00:03:07	03:17:51	09:32:56
311	292	70	430	Kristof Westermann	M	M35-39	DEU	Tri-Bandits TSG Bergedorf		01:15:12	00:04:09	04:48:30	00:01:41	03:23:27	09:32:56
312	293	5	398	Max Erik Wille	M	M20-24	DEU	SV Halle Triathlon		01:03:43	00:04:00	04:50:30	00:07:01	03:27:50	09:33:01
313	294	45	564	Nicky Wilson	M	M40-44	GBR	Team Destination Bike		01:17:20	00:03:20	04:59:05	00:02:14	03:11:09	09:33:05
314	295	37	778	Sergi Cunill Serra	M	M25-29	ESP	C.E.T DISTANCE		01:08:46	00:04:16	04:56:49	00:02:11	03:21:07	09:33:06
315	296	62	691	Moritz Schell	M	M30-34	AUT	Trivolution Triahtlon Club		01:02:09	00:03:01	04:53:49	00:02:46	03:31:23	09:33:07
316	297	46	1198	Nabil Bouzoubaa	M	M40-44	MAR	Casa Tri Elite		01:20:20	00:03:18	04:49:32	00:02:20	03:17:40	09:33:08
317	298	38	523	Adrian Huber	M	M25-29	DEU	TSV Gaimersheim		01:10:39	00:02:57	04:49:05	00:01:53	03:28:49	09:33:22
318	299	63	237	Lukas Bieber	M	M30-34	DEU	SV Herschfeld		01:20:59	00:03:28	04:42:11	00:02:31	03:24:29	09:33:35
319	20	1	692	Jenni Paglia	F	W40-44	ITA			01:08:15	00:02:50	05:09:22	00:02:21	03:11:00	09:33:46
320	300	71	1438	Tjibbe Bosman	M	M35-39	NLD	ZVV Vaassen		01:09:45	00:03:16	04:54:14	00:01:41	03:25:11	09:34:06
321	301	20	569	Chih-Yuan Wang	M	M45-49	TWN			01:16:07	00:03:16	04:59:55	00:01:33	03:13:17	09:34:06
322	302	47	85	Matthias Grosser	M	M40-44	DEU	Team Memmert		01:03:37	00:01:47	04:40:38	00:01:33	03:47:16	09:34:49
323	303	72	534	Dariusz Stepien	M	M35-39	POL	Dawaj Kalach Team		01:22:02	00:03:50	04:46:50	00:03:01	03:19:09	09:34:50
324	304	48	267	Johannes Egelseer	M	M40-44	DEU	TSG 08 Roth e.V.		01:01:09	00:03:10	04:45:11	00:03:00	03:42:24	09:34:52
325	21	15	105	Laura Siddall	F	WPRO	GBR			01:08:15	00:02:44	04:48:30	00:01:24	03:34:16	09:35:08
326	305	73	374	Andreas Sprott	M	M35-39	DEU	Ayyo Team Essen		01:11:29	00:02:31	04:47:25	00:01:12	03:32:56	09:35:31
327	306	49	597	Vinzent Gäbler	M	M40-44	DEU			01:04:24	00:02:34	05:00:20	00:03:37	03:24:40	09:35:34
328	307	64	656	Joe Beavis	M	M30-34	GBR			01:05:23	00:03:24	04:55:43	00:01:05	03:30:02	09:35:35
329	308	21	544	Marek Dobrzycki	M	M45-49	POL	Endless Pain		01:06:34	00:03:15	04:55:01	00:03:04	03:27:50	09:35:42
330	309	74	334	Max Froesch	M	M35-39	DEU	TeamSeibt		01:08:36	00:02:55	04:34:01	00:02:31	03:47:48	09:35:50
331	310	75	1268	Jonas Perfoll	M	M35-39	DEU	RSC Kelheim		01:04:47	00:03:13	04:54:53	00:02:37	03:30:23	09:35:51
332	311	50	1988	Matthias Jauernig	M	M40-44	DEU	Triathlon Wetterau-Friedberg		01:12:40	00:02:23	04:56:43	00:02:20	03:21:48	09:35:53
333	312	76	565	Stephen Sperry	M	M35-39	USA			01:21:00	00:03:19	04:48:24	00:02:15	03:21:03	09:35:59
334	313	51	364	Frederico Cerdeira	M	M40-44	PRT	Sporting Clube de Espinho		01:17:40	00:02:32	05:00:25	00:01:40	03:13:58	09:36:12
335	314	65	189	Nicolas Poletti	M	M30-34	CHE	OMNI Biotic Powerteam		00:55:20	00:03:14	04:35:03	00:02:33	04:00:24	09:36:32
336	315	22	730	Constantin Wenzlik	M	M45-49	DEU	TG Viktoria Augsburg		01:02:55	00:02:21	04:55:24	00:01:31	03:34:28	09:36:37
337	316	39	1475	Daniel Luge	M	M25-29	DEU	TB Erlangen		00:58:08	00:03:28	04:58:12	00:02:32	03:34:26	09:36:44
338	317	52	339	Fabian Rupp	M	M40-44	DEU	SG Niederwangen		01:17:41	00:02:56	04:44:33	00:01:49	03:30:00	09:36:57
339	318	8	1111	Michael Welter	M	M50-54	DEU	United Runners of Pfalz		01:16:54	00:03:18	05:04:32	00:02:30	03:10:05	09:37:16
340	319	23	447	Marco Weschler	M	M45-49	DEU	TV Hatzenbühl Triathlon		00:59:08	00:02:03	04:53:14	00:02:55	03:40:00	09:37:17
341	320	77	213	Wim De Buyser	M	M35-39	BEL	PEAK triathlon team		01:07:35	00:04:04	04:38:47	00:03:16	03:43:37	09:37:18
342	22	16	123	Kayla Pokorny	F	WPRO	USA			00:58:06	00:01:30	05:07:42	00:01:51	03:28:13	09:37:19
343	321	66	219	Philipp Harders	M	M30-34	DEU	MRRC München		01:05:36	00:03:03	04:46:32	00:03:18	03:39:00	09:37:28
344	322	67	445	Fabian Neumair	M	M30-34	ITA			01:12:07	00:04:12	04:52:35	00:03:09	03:25:27	09:37:28
345	323	68	596	Moritz Jetzfellner	M	M30-34	DEU	MRRC		01:06:31	00:02:52	04:55:58	00:02:10	03:30:14	09:37:43
346	324	9	689	Jean-Sebastien Vaillancourt	M	M50-54	CAN	Triathlon Club Twente		01:05:20	00:02:52	04:58:25	00:02:07	03:29:34	09:38:16
347	325	78	358	Pedro A Marenco	M	M35-39	ESP	MPTC		01:08:04	00:03:42	05:15:57	00:01:19	03:09:18	09:38:19
348	326	53	600	Markus Seitz	M	M40-44	DEU	TG 48 Schweinfurt		01:10:02	00:03:12	04:59:18	00:02:18	03:23:39	09:38:27
349	327	69	199	Jendrik Jördening	M	M30-34	DEU			01:01:36	00:02:40	04:49:12	00:02:31	03:42:37	09:38:34
350	328	70	1620	Dominik Daum	M	M30-34	DEU	TWIN Neumarkt		01:06:56	00:03:00	04:56:20	00:01:41	03:30:42	09:38:36
351	329	79	634	Tilen Vrhunc	M	M35-39	SVN			01:04:29	00:03:32	04:55:06	00:02:09	03:33:30	09:38:44
352	330	40	1252	Lars Heyen	M	M25-29	DEU	ERDINGER Active Team		01:03:17	00:02:38	04:37:39	00:02:41	03:52:33	09:38:46
353	331	54	266	Shun Jen Hsueh	M	M40-44	CAN	Big Boy Club		01:14:59	00:03:29	05:00:44	00:02:17	03:17:51	09:39:18
354	332	55	809	Daniel Ripke	M	M40-44	DEU	TSG Maxdorf		01:44:19	00:04:39	04:46:14	00:03:19	03:01:08	09:39:36
355	333	41	694	Roman Parzer	M	M25-29	AUT	Triathlonclub Kagran		01:08:06	00:02:16	04:43:26	00:02:10	03:44:00	09:39:56
356	334	71	92	Marc Bernreuther	M	M30-34	DEU	26.Miles		01:01:10	00:02:14	04:51:34	00:02:23	03:42:42	09:40:00
357	335	56	814	Ivan Bukin	M	M40-44	USA			01:21:39	00:04:16	04:43:22	00:03:44	03:27:02	09:40:01
358	336	57	484	Ben Fairclough	M	M40-44	GBR	Real Fitness Race Team		01:14:14	00:03:01	04:52:43	00:03:21	03:27:02	09:40:19
359	337	80	827	Fabian Mühlbauer	M	M35-39	DEU	Erdinger Active Team		01:11:23	00:03:25	05:04:43	00:02:01	03:18:54	09:40:25
360	338	72	242	Alexander Gräf	M	M30-34	AUT	ReWork Me Triathlete		00:53:26	00:02:32	04:58:04	00:02:08	03:44:19	09:40:27
361	339	81	676	Maximilian Scheubeck	M	M35-39	DEU	SpVgg Roth		01:01:22	00:04:26	04:50:08	00:03:44	03:40:51	09:40:29
362	340	82	541	Jon Hammond	M	M35-39	USA	Octagon Elite Team		01:01:37	00:03:07	05:05:04	00:02:05	03:28:54	09:40:45
363	341	24	683	Christof Osman	M	M45-49	DEU	LC Buchendorf		01:17:04	00:03:16	04:48:49	00:02:17	03:29:24	09:40:47
364	342	73	1368	Jannik Schubert	M	M30-34	DEU	TSV Solingen / Sauerland Team		01:21:05	00:03:38	05:09:34	00:03:26	03:03:07	09:40:47
365	343	25	226	Patrick Hunkeler	M	M45-49	CHE	PH Endurance		01:01:16	00:02:03	04:46:10	00:02:43	03:48:37	09:40:47
366	344	26	579	Martin Knape	M	M45-49	DEU	Triathlon Nordhausen e.V.		01:19:07	00:03:22	04:42:26	00:03:23	03:32:34	09:40:50
367	345	10	935	Bart Pinkse	M	M50-54	NLD	TV RDG		01:10:35	00:03:17	05:01:49	00:02:43	03:22:41	09:41:03
368	346	74	1516	Philipp Baum	M	M30-34	DEU			01:13:27	00:03:26	05:02:11	00:02:39	03:19:22	09:41:03
369	347	6	425	Jan-Marten Badorrek	M	M20-24	DEU	MTV Lüdingworth		01:16:33	00:04:19	04:55:01	00:02:48	03:22:43	09:41:21
370	348	58	272	Ruurd-Jan Zwarts	M	M40-44	NLD	Girona Racing Academy		01:09:53	00:03:17	04:43:28	00:02:25	03:42:27	09:41:28
371	349	27	866	Jan Feth	M	M45-49	DEU	1. TCO "Die Bären" Oldenburg		01:11:24	00:05:09	05:01:05	00:02:27	03:21:56	09:42:00
372	350	75	1228	Daniel Grimshaw	M	M30-34	GBR	Swansea Vale Tri		01:03:10	00:05:07	04:57:08	00:06:34	03:30:10	09:42:07
373	351	83	408	Julian Beiche	M	M35-39	DEU			01:15:15	00:03:02	05:03:49	00:01:25	03:18:40	09:42:10
374	352	84	164	Aristides Schneider	M	M35-39	DEU	Arriba Göppersdorf		01:07:21	00:02:44	04:38:43	00:03:57	03:49:31	09:42:13
375	353	42	1110	Jan Wörmann	M	M25-29	DEU			01:07:21	00:02:49	05:03:45	00:02:11	03:26:11	09:42:15
376	354	43	2246	Tobias Burmester	M	M25-29	DEU			01:07:48	00:03:39	04:53:59	00:01:29	03:35:23	09:42:16
377	355	85	951	Zhandos Ni	M	M35-39	KAZ	Esentai Tri Club		01:19:22	00:03:48	05:02:39	00:02:08	03:14:23	09:42:18
378	356	28	1038	Eike Schaefer	M	M45-49	DEU	TSV Bad Reichenhall Triathlon		01:10:41	00:02:22	05:09:37	00:02:50	03:17:04	09:42:32
379	357	59	82	James Cunnama	M	M40-44	GBR			01:01:46	00:02:10	05:07:02	00:02:20	03:29:17	09:42:33
380	358	60	876	Dominik Friedrich	M	M40-44	DEU	Maloja Pushbikers		01:09:41	00:03:08	04:47:29	00:02:27	03:39:52	09:42:35
381	359	86	901	Andrew Morrison	M	M35-39	GBR			01:08:45	00:02:37	05:03:12	00:02:45	03:25:23	09:42:39
