Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Julian Phillip Becker	M	M25-29	1	8:06:03	0:52:36	4:20:44	2:47:20
2	Jacob Lind Knudsen	M	M25-29	2	8:18:58	1:01:58	4:19:24	2:51:43
3	Maciej Ogrodnik	M	M25-29	3	8:19:03	0:56:05	4:19:57	2:58:38
4	Daniel Erdelyi	M	M35-39	1	8:21:32	0:55:27	4:17:57	3:02:45
5	Julie Derron	F	FPRO	1	8:21:48	0:53:08	4:31:49	2:51:30
6	Mihkel Sarv	M	M35-39	2	8:22:09	1:00:15	4:22:11	2:53:29
7	Jaume Florit Orell	M	M30-34	1	8:22:22	0:59:12	4:24:04	2:53:13
8	Thomas Vandeperre	M	M30-34	2	8:24:57	0:55:30	4:33:55	2:50:14
9	Pierre Barbier	M	M35-39	3	8:29:03	0:57:21	4:30:36	2:54:14
10	Javier Del Moral Muñoz	M	M35-39	4	8:30:26	0:55:45	4:32:27	2:56:59
11	Jost Joller	M	M35-39	5	8:30:50	0:58:56	4:24:42	3:01:30
12	Josep Tatay	M	M40-44	1	8:31:06	1:04:26	4:32:37	2:46:26
13	Nathan Jacobs	M	M30-34	3	8:32:57	1:01:30	4:21:35	3:02:04
14	Aitor Arotzena Lopez	M	M25-29	4	8:33:36	0:57:04	4:31:35	2:59:31
15	Sam Gurling	M	M18-24	1	8:33:53	0:59:11	4:31:11	2:56:47
16	Nicolas Durif	M	M25-29	5	8:37:07	0:55:39	4:33:55	3:01:27
17	Alex Álvarez	M	M40-44	2	8:37:38	0:58:17	4:31:41	3:01:48
18	Pietro Santini	M	M30-34	4	8:37:50	1:01:41	4:30:31	2:59:55
19	Rafael Lao Fernandez	M	M40-44	3	8:38:13	0:54:11	4:30:35	3:06:55
20	René Rothenbücher	M	M35-39	6	8:40:30	0:57:43	4:23:02	3:13:12
21	SERGI VERA	M	M30-34	5	8:41:10	0:58:07	4:23:28	3:11:53
22	Duncan Chedburn	M	M40-44	4	8:44:25	0:58:15	4:33:28	3:03:42
23	Gorka Blasco	M	M35-39	7	8:45:51	0:54:27	4:30:50	3:14:14
24	Senen Tarancon	M	M30-34	6	8:47:04	0:59:30	4:28:18	3:13:42
25	Ernesto Espinoza	M	M45-49	1	8:48:24	0:56:24	4:30:58	3:13:37
26	Johnny Mcbeth	M	M30-34	7	8:48:32	1:01:59	4:43:17	2:56:03
27	Manuel Spörri	M	M40-44	5	8:49:35	1:04:19	4:29:27	3:09:22
28	Sergio Inchausti Beñaran	M	M45-49	2	8:49:46	0:56:00	4:32:01	3:14:19
29	Bastiaan Savalle	M	M30-34	8	8:50:29	1:00:53	4:35:15	3:06:10
30	Alvaro Infante	M	M30-34	9	8:50:33	1:06:20	4:38:24	2:59:58
31	Lars Dyrholm	M	M40-44	6	8:50:57	0:54:26	4:28:36	3:22:09
32	Ramon Siljade	M	M40-44	7	8:51:00	1:04:02	4:32:48	3:07:12
33	Eric Dollez	M	M40-44	8	8:51:13	0:58:44	4:34:10	3:11:46
34	Pavel Blagikh	M	M35-39	8	8:52:06	1:06:48	4:30:27	3:09:22
35	Marcos Perez Dekkers	M	M40-44	9	8:52:18	0:58:13	4:40:14	3:07:05
36	Marc Rodríguez Boyero	M	M35-39	9	8:53:10	0:59:47	4:39:37	3:07:21
37	Daniel Requena	M	M40-44	10	8:54:18	0:58:11	4:31:12	3:18:36
38	Piotr Kulbicki	M	M40-44	11	8:54:27	1:05:41	4:38:59	3:04:35
39	Toni Dierckx	M	M40-44	12	8:54:30	1:02:45	4:36:07	3:10:17
40	Victor Chevallier	M	M30-34	10	8:55:10	0:56:36	4:31:50	3:20:31
41	Miguel Zarzoso	M	M35-39	10	8:55:40	0:53:09	4:44:20	3:12:01
42	Gorka Bizkarra Etxegibel	M	M40-44	13	8:55:49	0:58:26	4:40:17	3:10:16
43	Josu Etxeberria Ruiz de Erentxun	M	M25-29	6	8:56:21	0:57:11	4:51:02	3:02:28
44	Ryan Christian	M	M35-39	11	8:57:03	0:54:16	4:30:47	3:26:10
45	Carlos Gil	M	M45-49	3	8:57:07	0:53:42	4:39:12	3:16:17
46	Martijn Veling	M	M30-34	11	8:58:09	1:03:58	4:33:44	3:14:01
47	Lottie Lucas	F	FPRO	2	8:59:42	0:53:12	4:46:14	3:14:52
48	Øystein Aas	M	M30-34	12	9:01:27	1:07:38	4:46:03	2:59:36
49	Bekim Christensen	M	M50-54	1	9:01:46	1:02:10	4:30:45	3:22:08
50	Guillermo Niño Sanchez	M	M30-34	13	9:01:52	1:02:12	4:42:05	3:08:11
51	Pedro Blumenschein	M	M30-34	14	9:02:18	1:00:46	4:43:10	3:07:21
52	João Fragoso	M	M40-44	14	9:02:36	1:05:29	4:38:36	3:10:54
53	Santiago Alvarez De Arcaya	M	M30-34	15	9:02:51	1:12:53	4:32:07	3:12:12
54	Asier Etxezarreta Aiertza	M	M50-54	2	9:03:11	1:12:02	4:35:12	3:09:13
55	Baris Ilhan	M	M35-39	12	9:03:30	0:56:21	4:46:42	3:12:54
