Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Jelle Geens	M	MPRO	1	3:42:52	0:23:19	2:09:38	1:07:35
2	Kristian Blummenfelt	M	MPRO	2	3:42:55	0:23:37	2:09:12	1:07:54
3	Casper Stornes	M	MPRO	3	3:43:52	0:22:57	2:09:52	1:08:28
4	Jonas Schomburg	M	MPRO	4	3:44:37	0:22:54	2:10:03	1:09:17
5	Rico Bogen	M	MPRO	5	3:46:29	0:23:53	2:08:54	1:11:30
6	Magnus Ditlev	M	MPRO	6	3:46:50	0:23:22	2:09:23	1:11:10
7	Jamie Riddle	M	MPRO	7	3:48:42	0:22:55	2:09:42	1:13:38
8	Simon Westermann	M	MPRO	8	3:48:50	0:22:54	2:10:00	1:13:18
9	Vincent Luis	M	MPRO	9	3:50:07	0:22:54	2:15:02	1:09:47
10	Gregor Payet	M	MPRO	10	3:50:27	0:23:24	2:14:15	1:10:20
11	Panagiotis Bitados	M	MPRO	11	3:51:20	0:22:56	2:13:38	1:12:18
12	Miguel Hidalgo	M	MPRO	12	3:51:39	0:22:54	2:15:06	1:11:19
13	Leonard Arnold	M	MPRO	13	3:51:49	0:23:49	2:14:03	1:11:27
14	Seth Rider	M	MPRO	14	3:52:38	0:22:55	2:14:53	1:12:24
15	Mathis Margirier	M	MPRO	15	3:52:52	0:23:34	2:09:09	1:17:33
16	Nick Thompson	M	MPRO	16	3:53:13	0:23:43	2:14:06	1:12:45
17	Michele Bortolamedi	M	MPRO	17	3:53:55	0:22:53	2:15:12	1:13:25
18	Sebastian Wernersen	M	MPRO	18	3:55:08	0:22:49	2:15:14	1:14:51
19	Robert Kallin	M	MPRO	19	3:55:42	0:24:20	2:13:15	1:15:13
20	Rudy Von Berg	M	MPRO	20	3:55:58	0:23:38	2:15:28	1:14:19
21	Kristian Høgenhaug	M	MPRO	21	3:56:26	0:23:38	2:15:14	1:14:24
22	Simon Viain	M	MPRO	22	3:56:43	0:23:35	2:16:53	1:13:55
23	Antony Costes	M	MPRO	23	3:57:03	0:23:39	2:16:51	1:14:09
24	Kevin McDowell	M	MPRO	24	3:57:06	0:22:57	2:15:29	1:16:22
25	Lasse Nygaard Priester	M	MPRO	25	3:57:10	0:23:09	2:22:06	1:09:24
26	Ben Kanute	M	MPRO	26	3:57:14	0:23:18	2:19:03	1:12:42
27	Alessio Crociani	M	MPRO	27	3:57:38	0:22:21	2:15:24	1:17:23
28	Fabian Kraft	M	MPRO	28	3:58:21	0:23:04	2:22:26	1:10:16
29	Kacper Stepniak	M	MPRO	29	3:58:32	0:23:21	2:19:38	1:13:16
30	Gabriel Sandör	M	MPRO	30	3:58:59	0:23:40	2:21:34	1:11:09
31	Jason West	M	MPRO	31	3:59:08	0:23:29	2:22:10	1:11:09
32	Mathias Lyngsø Petersen	M	MPRO	32	3:59:14	0:23:41	2:21:13	1:11:30
33	Emil Holm	M	MPRO	33	3:59:26	0:23:15	2:19:15	1:14:34
34	Louis Woodgate	M	MPRO	34	3:59:28	0:23:26	2:17:01	1:16:42
35	Bart Aernouts	M	MPRO	35	4:00:06	0:27:23	2:17:34	1:12:14
36	Gustav Iden	M	MPRO	36	4:00:18	0:24:48	2:20:17	1:12:42
37	Cameron Main	M	MPRO	37	4:00:22	0:22:50	2:20:14	1:14:59
38	Jake Birtwhistle	M	MPRO	38	4:00:29	0:23:40	2:21:29	1:12:50
39	Tayler Reid	M	MPRO	39	4:00:34	0:23:01	2:17:24	1:17:32
40	Nick Emde	M	MPRO	40	4:00:48	0:23:30	2:14:19	1:20:24
41	Henrik Goesch	M	MPRO	41	4:00:57	0:23:37	2:21:27	1:13:12
42	Dieter Comhair	M	MPRO	42	4:01:06	0:24:50	2:20:15	1:13:23
43	Martin Demuth	M	MPRO	43	4:01:36	0:22:55	2:20:05	1:15:54
44	Jackson Laundry	M	MPRO	44	4:02:29	0:26:55	2:16:46	1:16:11
45	Dylan Magnien	M	MPRO	45	4:03:03	0:24:24	2:23:16	1:12:44
46	Anders Toft Nielsen	M	MPRO	46	4:03:49	0:29:25	2:19:58	1:11:42
47	Matt Hanson	M	MPRO	47	4:03:58	0:24:26	2:24:17	1:12:23
